"MPIO_CDPMP","discap4t5","disbog4t5","el_4t5n","em_4t5n","cs_4t5n","cw_4t5n","el_4t5d","em_4t5d","cs_4t5d","cw_4t5d","pct_4t5x","el_4t5x","em_4t5x","cs_4t5x","cw_4t5x","el_4t5xs","em_4t5xs","cs_4t5xs","cw_4t5xs","FID_4t5"
"05361",102.100456237793,356.953216552734,0.375,0,0,0.6,0.375,0,0,0.6,0.280877535942664,0.105329075978499,0.639299870546972,0.719122464057336,0.168526521565598,0.280877514359122,0.719122485640878,0.719122485640879,0.280877514359122,400
"05364",80.2252502441406,224.103057861328,0.375,0,0,0.6,0.375,0,0,0.6,0.176341077122657,0.0661279039209962,0.732232782437958,0.823658922877343,0.105804646273594,0.176341063572035,0.823658936427965,0.823658936427965,0.176341063572035,388
"05368",58.189022064209,231.013259887695,0.375,0,0,0.6,0.375,0,0,0.6,0.181778541832392,0.068166953187147,0.727398876311004,0.818221458167608,0.109067125099435,0.181778527863938,0.818221472136062,0.818221472136062,0.181778527863938,387
"05376",40.1159362792969,224.337753295898,0.375,0,0,0.6,0.375,0,0,0.6,0.176525753075421,0.0661971574032828,0.732068605515951,0.823474246924579,0.105915451845252,0.176525739510608,0.823474260489392,0.823474260489392,0.176525739510608,386
"05380",14.8012199401855,252.657501220703,0.375,0,0,0.6,0.375,0,0,0.6,0.198809852634617,0.0745536947379814,0.712258041007825,0.801190147365383,0.11928591158077,0.198809837357422,0.801190162642578,0.801190162642578,0.198809837357422,1121
"05390",60.4661903381348,216.417404174805,0.375,0,0,0.6,0.375,0,0,0.6,0.17029342894504,0.0638600358543902,0.737609141667859,0.829706571054959,0.102176057367024,0.17029341585914,0.82970658414086,0.82970658414086,0.17029341585914,385
"05400",49.4694290161133,214.968002319336,0.375,0,0,0.6,0.375,0,0,0.6,0.16915293096694,0.0634323491126026,0.73862304437039,0.83084706903306,0.101491758580164,0.169152917968679,0.830847082031321,0.830847082031321,0.169152917968679,384
"05411",54.4892120361328,316.301605224609,0.375,0,0,0.6,0.375,0,0,0.6,0.248889802277696,0.0933336758541358,0.667736965775129,0.751110197722304,0.149333881366617,0.248889783152195,0.751110216847805,0.751110216847805,0.248889783152195,383
"05425",106.981536865234,243.959747314453,0.375,0,0,0.6,0.375,0,0,0.6,0.191965808171266,0.0719871780642247,0.718342396535745,0.808034191828734,0.115179484902759,0.191965793419989,0.808034206580011,0.80803420658001,0.191965793419989,382
"05440",38.1529579162598,234.106094360352,0.375,0,0,0.6,0.375,0,0,0.6,0.184212215729906,0.0690795808987149,0.725235340216113,0.815787784270094,0.110527329437944,0.184212201574441,0.815787798425559,0.815787798425559,0.184212201574441,381
"05467",42.719295501709,224.400497436523,0.375,0,0,0.6,0.375,0,0,0.6,0.176575124866446,0.0662156718249174,0.732024713993729,0.823424875133554,0.105945074919868,0.17657511129784,0.82342488870216,0.82342488870216,0.17657511129784,380
"05475",142.427719116211,398.318054199219,0.375,0,0,0.6,0.375,0,0,0.6,0.313426489514277,0.117534933567854,0.610363850821808,0.686573510485723,0.188055893708566,0.313426465429567,0.686573534570433,0.686573534570433,0.313426465429567,402
"05480",145.400787353516,409.705017089844,0.375,0,0,0.6,0.375,0,0,0.6,0.322386605098827,0.12089497691206,0.602398308067143,0.677613394901173,0.193431963059296,0.322386580325592,0.677613419674407,0.677613419674407,0.322386580325593,379
"05483",92.5254898071289,171.847610473633,0.375,0,0,0.6,0.375,0,0,0.6,0.135222575814323,0.0507084659303713,0.768787130101067,0.864777424185677,0.081133545488594,0.135222565423381,0.864777434576619,0.864777434576619,0.135222565423381,378
"05490",263.690979003906,524.386413574219,0.375,0,0,0.6,0.375,0,0,0.6,0.412626520497477,0.154734945186554,0.522175023277743,0.587373479502523,0.247575912298486,0.412626488789915,0.587373511210085,0.587373511210085,0.412626488789915,377
"05495",202.731140136719,399.166076660156,0.375,0,0,0.6,0.375,0,0,0.6,0.314093777125669,0.117785166422126,0.60977063213528,0.685906222874331,0.188456266275401,0.314093752989683,0.685906247010317,0.685906247010317,0.314093752989683,376
"05501",36.930778503418,300.156768798828,0.375,0,0,0.6,0.375,0,0,0.6,0.236185835306156,0.0885696882398084,0.679030792412827,0.763814164693844,0.141711501183693,0.236185817156869,0.763814182843131,0.763814182843131,0.236185817156869,375
"05541",44.5638656616211,236.596740722656,0.375,0,0,0.6,0.375,0,0,0.6,0.186172042902511,0.0698145160884417,0.723493053859668,0.813827957097489,0.111703225741507,0.186172028596447,0.813827971403554,0.813827971403553,0.186172028596447,374
"05543",88.3151245117188,347.854034423828,0.375,0,0,0.6,0.375,0,0,0.6,0.273717617676223,0.102644106628584,0.645665037885838,0.726282382323777,0.164230570605734,0.273717596642872,0.726282403357128,0.726282403357128,0.273717596642872,373
"05576",56.730411529541,244.232818603516,0.375,0,0,0.6,0.375,0,0,0.6,0.192180681121703,0.0720677554206385,0.718151374482807,0.807819318878297,0.115308408673022,0.192180666353915,0.807819333646085,0.807819333646085,0.192180666353915,372
"05579",121.762329101562,237.926910400391,0.375,0,0,0.6,0.375,0,0,0.6,0.187218720069552,0.0702070200260821,0.722562557858168,0.812781279930448,0.112331232041731,0.187218705683058,0.812781294316942,0.812781294316942,0.187218705683058,371
"05585",104.099952697754,201.65608215332,0.375,0,0,0.6,0.375,0,0,0.6,0.158678114768321,0.0595042930381202,0.747935155970963,0.841321885231679,0.0952068688609924,0.158678102574979,0.841321897425021,0.841321897425021,0.158678102574979,370
"05591",109.761489868164,185.078475952148,0.375,0,0,0.6,0.375,0,0,0.6,0.145633612111696,0.0546126045418859,0.759531718832703,0.854366387888304,0.0873801672670174,0.145633600920736,0.854366399079264,0.854366399079264,0.145633600920736,369
"05604",135.612274169922,284.734771728516,0.375,0,0,0.6,0.375,0,0,0.6,0.224050652499127,0.0840189946871727,0.689818969928276,0.775949347500873,0.134430391499476,0.224050635282347,0.775949364717653,0.775949364717653,0.224050635282347,368
"05607",28.2506790161133,236.478363037109,0.375,0,0,0.6,0.375,0,0,0.6,0.186078894469929,0.0697795854262234,0.723575862816233,0.813921105530071,0.111647336681957,0.186078880171022,0.813921119828978,0.813921119828978,0.186078880171022,367
"05615",30.1181735992432,237.789260864258,0.375,0,0,0.6,0.375,0,0,0.6,0.187110407100962,0.0701664026628608,0.722658848087245,0.812889592899038,0.112266244260577,0.187110392722791,0.812889607277209,0.812889607277209,0.187110392722791,366
"05628",71.4579315185547,330.211517333984,0.375,0,0,0.6,0.375,0,0,0.6,0.259835163342632,0.0974381862534872,0.6580065397884,0.740164836657368,0.155901098005579,0.259835143376054,0.740164856623946,0.740164856623946,0.259835143376054,365
"05631",16.2806663513184,249.938293457031,0.375,0,0,0.6,0.375,0,0,0.6,0.196670176226172,0.0737513160848147,0.714160213334933,0.803329823773828,0.118002105735703,0.196670161113397,0.803329838886603,0.803329838886603,0.196670161113397,1120
"05642",50.2463035583496,264.091613769531,0.375,0,0,0.6,0.375,0,0,0.6,0.207807069102987,0.0779276509136202,0.704259515567444,0.792192930897013,0.124684241461792,0.207807053134417,0.792192946865583,0.792192946865583,0.207807053134417,364
"05647",69.8974456787109,325.023132324219,0.375,0,0,0.6,0.375,0,0,0.6,0.255752553270818,0.0959072074765566,0.661635980142243,0.744247446729182,0.153451531962491,0.255752533617961,0.744247466382039,0.744247466382039,0.255752533617961,363
"05649",83.9018630981445,212.778701782227,0.375,0,0,0.6,0.375,0,0,0.6,0.167430225268306,0.0627863344756147,0.740154529736476,0.832569774731694,0.100458135160984,0.167430212402423,0.832569787597576,0.832569787597576,0.167430212402423,362
"05652",84.7278213500977,187.191284179688,0.375,0,0,0.6,0.375,0,0,0.6,0.14729612792988,0.0552360479737049,0.758053742270337,0.85270387207012,0.0883776767579278,0.147296116611167,0.852703883388833,0.852703883388833,0.147296116611167,361
"05656",20.2071380615234,284.144287109375,0.375,0,0,0.6,0.375,0,0,0.6,0.223586014958001,0.0838447556092502,0.690232032702337,0.776413985041999,0.1341516089748,0.223585997776925,0.776414002223075,0.776414002223075,0.223585997776925,360
"05658",59.9307632446289,314.909240722656,0.375,0,0,0.6,0.375,0,0,0.6,0.247794185562935,0.0929228195861007,0.668710969034551,0.752205814437065,0.148676511337761,0.247794166521625,0.752205833478375,0.752205833478375,0.247794166521625,359
"05659",286.171966552734,543.809448242188,0.375,0,0,0.6,0.375,0,0,0.6,0.427910019469007,0.160466257300878,0.508587992692053,0.572089980530993,0.256746011681404,0.427909986587011,0.572090013412989,0.572090013412989,0.427909986587011,358
"05660",79.6015014648438,200.428039550781,0.375,0,0,0.6,0.375,0,0,0.6,0.15771179883604,0.0591419245635149,0.74879421083476,0.84228820116396,0.0946270793016239,0.157711786716953,0.842288213283047,0.842288213283047,0.157711786716953,357
"05664",23.1575565338135,275.381683349609,0.375,0,0,0.6,0.375,0,0,0.6,0.216690941770948,0.0812591031641055,0.696361752765627,0.783309058229052,0.130014565062569,0.216690925119712,0.783309074880288,0.783309074880288,0.216690925119712,356
"05665",251.55110168457,507.963836669922,0.375,0,0,0.6,0.375,0,0,0.6,0.399704006507394,0.149889002440273,0.533663138214927,0.600295993492606,0.239822403904436,0.39970397579284,0.60029602420716,0.60029602420716,0.39970397579284,355
"05667",74.7208404541016,231.181869506836,0.375,0,0,0.6,0.375,0,0,0.6,0.181911216514015,0.0682167061927556,0.727280928519041,0.818088783485985,0.109146729908409,0.181911202535366,0.818088797464634,0.818088797464634,0.181911202535366,354
"05670",83.7850952148438,238.44807434082,0.375,0,0,0.6,0.375,0,0,0.6,0.187628810906732,0.0703608040900245,0.722197987103915,0.812371189093268,0.112577286544039,0.187628796488725,0.812371203511275,0.812371203511275,0.187628796488725,353
"05674",35.575138092041,246.531646728516,0.375,0,0,0.6,0.375,0,0,0.6,0.193989571332978,0.0727460892498669,0.716543271084982,0.806010428667022,0.116393742799787,0.19398955642619,0.80601044357381,0.80601044357381,0.19398955642619,352
"05679",48.3552932739258,223.651489257812,0.375,0,0,0.6,0.375,0,0,0.6,0.175985749111077,0.065994655916654,0.732548669040252,0.824014250888923,0.105591449466646,0.175985735587761,0.82401426441224,0.824014264412239,0.175985735587761,328
"05686",46.4092254638672,285.265960693359,0.375,0,0,0.6,0.375,0,0,0.6,0.224468631776653,0.0841757369162449,0.689447386350556,0.775531368223347,0.134681179065992,0.224468614527754,0.775531385472246,0.775531385472246,0.224468614527754,327
"05690",62.5406608581543,251.48908996582,0.375,0,0,0.6,0.375,0,0,0.6,0.197890459114624,0.0742089221679841,0.713075381847099,0.802109540885376,0.118734275468775,0.197890443908079,0.802109556091921,0.802109556091921,0.197890443908079,326
"05697",48.6467056274414,224.196212768555,0.375,0,0,0.6,0.375,0,0,0.6,0.176414378383409,0.0661553918937782,0.73216761761715,0.823585621616592,0.105848627030045,0.176414364827155,0.823585635172845,0.823585635172846,0.176414364827155,325
"05736",157.230056762695,322.875274658203,0.375,0,0,0.6,0.375,0,0,0.6,0.254062457928318,0.0952734217231193,0.663138474901725,0.745937542071682,0.152437474756991,0.254062438405333,0.745937561594667,0.745937561594667,0.254062438405333,324
"05756",89.2596130371094,177.030838012695,0.375,0,0,0.6,0.375,0,0,0.6,0.139301127601759,0.0522379228506596,0.765161297562036,0.860698872398241,0.0835806765610553,0.139301116897408,0.860698883102592,0.860698883102592,0.139301116897408,323
"05761",28.0944194793701,291.932922363281,0.375,0,0,0.6,0.375,0,0,0.6,0.229714696748854,0.0861430112808203,0.684783634590269,0.770285303251146,0.137828818049312,0.229714679096831,0.770285320903169,0.770285320903169,0.229714679096831,322
"05789",65.8885879516602,220.763656616211,0.375,0,0,0.6,0.375,0,0,0.6,0.173713386014251,0.0651425197553441,0.734568799833331,0.826286613985749,0.104228031608551,0.17371337266555,0.82628662733445,0.82628662733445,0.17371337266555,321
"05790",131.793960571289,361.296661376953,0.375,0,0,0.6,0.375,0,0,0.6,0.284295283768307,0.106610731413115,0.636261492729975,0.715704716231693,0.170577170260984,0.284295261922134,0.715704738077866,0.715704738077866,0.284295261922134,320
"05792",49.9643974304199,244.21240234375,0.375,0,0,0.6,0.375,0,0,0.6,0.192164616078806,0.0720617310295521,0.718165656305942,0.807835383921194,0.115298769647283,0.192164601312252,0.807835398687748,0.807835398687748,0.192164601312252,319
"05809",29.5269432067871,256.529541015625,0.375,0,0,0.6,0.375,0,0,0.6,0.201856663662608,0.0756962488734779,0.709549426003942,0.798143336337392,0.121113998197565,0.201856648151286,0.798143351848714,0.798143351848714,0.201856648151286,318
"05819",81.2906646728516,336.045989990234,0.375,0,0,0.6,0.375,0,0,0.6,0.264426163583613,0.0991598113438548,0.653925140574168,0.735573836416387,0.158655698150168,0.264426143264247,0.735573856735752,0.735573856735752,0.264426143264247,317
"05837",228.058380126953,491.658935546875,0.375,0,0,0.6,0.375,0,0,0.6,0.386874088639001,0.145077783239626,0.545068935199928,0.613125911360999,0.232124453183401,0.38687405891034,0.61312594108966,0.61312594108966,0.38687405891034,316
"05842",88.9004364013672,353.192474365234,0.375,0,0,0.6,0.375,0,0,0.6,0.277918302211303,0.104219363329239,0.641930629334152,0.722081697788697,0.166750981326782,0.277918280855158,0.722081719144842,0.722081719144842,0.277918280855158,315
