"MPIO_CDPMP","REGION","Card_6t9","elsnl_6t9","elsnmr_6t9","clrgst_6t9","clrgwk_6t9","FID_6t9"
"66088","Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1,271
"66170","Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1,272
"66318","Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1,273
"66383","Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1,274
"66400","Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1,275
"66440","Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1,276
"66456","Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1,277
"66572","Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1,278
"66594","Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1,279
"66682","Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1,280
"66687","Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1,281
"68001","Región Centro Oriente","East",0.125,0,0.111,0.3,1061
"68013","Región Centro Oriente","East",0.125,0,0.111,0.3,975
"68020","Región Centro Oriente","East",0.125,0,0.111,0.3,976
"68051","Región Centro Oriente","East",0.125,0,0.111,0.3,977
"68077","Región Centro Oriente","East",0.125,0,0.111,0.3,978
"68079","Región Centro Oriente","East",0.125,0,0.111,0.3,979
"68081","Región Centro Oriente","East",0.125,0,0.111,0.3,980
"68092","Región Centro Oriente","East",0.125,0,0.111,0.3,981
"68101","Región Centro Oriente","East",0.125,0,0.111,0.3,1058
"68121","Región Centro Oriente","East",0.125,0,0.111,0.3,982
"68132","Región Centro Oriente","East",0.125,0,0.111,0.3,983
"68147","Región Centro Oriente","East",0.125,0,0.111,0.3,984
"68152","Región Centro Oriente","East",0.125,0,0.111,0.3,985
"68160","Región Centro Oriente","East",0.125,0,0.111,0.3,986
"68162","Región Centro Oriente","East",0.125,0,0.111,0.3,987
"68167","Región Centro Oriente","East",0.125,0,0.111,0.3,988
"68169","Región Centro Oriente","East",0.125,0,0.111,0.3,989
"68176","Región Centro Oriente","East",0.125,0,0.111,0.3,990
"68179","Región Centro Oriente","East",0.125,0,0.111,0.3,991
"68190","Región Centro Oriente","East",0.125,0,0.111,0.3,992
"68207","Región Centro Oriente","East",0.125,0,0.111,0.3,993
"68209","Región Centro Oriente","East",0.125,0,0.111,0.3,994
"68211","Región Centro Oriente","East",0.125,0,0.111,0.3,1038
"68217","Región Centro Oriente","East",0.125,0,0.111,0.3,1039
"68229","Región Centro Oriente","East",0.125,0,0.111,0.3,1040
"68235","Región Centro Oriente","East",0.125,0,0.111,0.3,1041
"68245","Región Centro Oriente","East",0.125,0,0.111,0.3,1042
"68250","Región Centro Oriente","East",0.125,0,0.111,0.3,1059
"68255","Región Centro Oriente","East",0.125,0,0.111,0.3,1043
"68264","Región Centro Oriente","East",0.125,0,0.111,0.3,1044
"68266","Región Centro Oriente","East",0.125,0,0.111,0.3,1045
"68271","Región Centro Oriente","East",0.125,0,0.111,0.3,1046
"68276","Región Centro Oriente","East",0.125,0,0.111,0.3,1057
"68296","Región Centro Oriente","East",0.125,0,0.111,0.3,1047
"68298","Región Centro Oriente","East",0.125,0,0.111,0.3,1048
"68307","Región Centro Oriente","East",0.125,0,0.111,0.3,1056
"68318","Región Centro Oriente","East",0.125,0,0.111,0.3,1049
"68320","Región Centro Oriente","East",0.125,0,0.111,0.3,1050
"68322","Región Centro Oriente","East",0.125,0,0.111,0.3,1051
"68324","Región Centro Oriente","East",0.125,0,0.111,0.3,1052
"68327","Región Centro Oriente","East",0.125,0,0.111,0.3,1053
"68344","Región Centro Oriente","East",0.125,0,0.111,0.3,1054
"68368","Región Centro Oriente","East",0.125,0,0.111,0.3,1055
"68370","Región Centro Oriente","East",0.125,0,0.111,0.3,1017
"68377","Región Centro Oriente","East",0.125,0,0.111,0.3,1018
"68385","Región Centro Oriente","East",0.125,0,0.111,0.3,1019
"68397","Región Centro Oriente","East",0.125,0,0.111,0.3,1020
"68406","Región Centro Oriente","East",0.125,0,0.111,0.3,1021
"68418","Región Centro Oriente","East",0.125,0,0.111,0.3,1022
"68425","Región Centro Oriente","East",0.125,0,0.111,0.3,1023
"68432","Región Centro Oriente","East",0.125,0,0.111,0.3,1024
"68444","Región Centro Oriente","East",0.125,0,0.111,0.3,1025
"68464","Región Centro Oriente","East",0.125,0,0.111,0.3,1026
"68468","Región Centro Oriente","East",0.125,0,0.111,0.3,1027
"68498","Región Centro Oriente","East",0.125,0,0.111,0.3,1028
"68500","Región Centro Oriente","East",0.125,0,0.111,0.3,1029
"68502","Región Centro Oriente","East",0.125,0,0.111,0.3,1030
"68522","Región Centro Oriente","East",0.125,0,0.111,0.3,1031
"68524","Región Centro Oriente","East",0.125,0,0.111,0.3,1032
"68533","Región Centro Oriente","East",0.125,0,0.111,0.3,1033
"68547","Región Centro Oriente","East",0.125,0,0.111,0.3,1060
"68549","Región Centro Oriente","East",0.125,0,0.111,0.3,1034
"68572","Región Centro Oriente","East",0.125,0,0.111,0.3,1035
"68573","Región Centro Oriente","East",0.125,0,0.111,0.3,1036
"68575","Región Centro Oriente","East",0.125,0,0.111,0.3,1037
"68615","Región Centro Oriente","East",0.125,0,0.111,0.3,995
"68655","Región Centro Oriente","East",0.125,0,0.111,0.3,996
"68669","Región Centro Oriente","East",0.125,0,0.111,0.3,997
"68673","Región Centro Oriente","East",0.125,0,0.111,0.3,998
"68679","Región Centro Oriente","East",0.125,0,0.111,0.3,999
"68682","Región Centro Oriente","East",0.125,0,0.111,0.3,1000
"68684","Región Centro Oriente","East",0.125,0,0.111,0.3,1001
"68686","Región Centro Oriente","East",0.125,0,0.111,0.3,1002
"68689","Región Centro Oriente","East",0.125,0,0.111,0.3,1003
"68705","Región Centro Oriente","East",0.125,0,0.111,0.3,1004
"68720","Región Centro Oriente","East",0.125,0,0.111,0.3,1005
"68745","Región Centro Oriente","East",0.125,0,0.111,0.3,1006
"68755","Región Centro Oriente","East",0.125,0,0.111,0.3,1007
"68770","Región Centro Oriente","East",0.125,0,0.111,0.3,1008
"68773","Región Centro Oriente","East",0.125,0,0.111,0.3,1009
"68780","Región Centro Oriente","East",0.125,0,0.111,0.3,1010
"68820","Región Centro Oriente","East",0.125,0,0.111,0.3,1011
"68855","Región Centro Oriente","East",0.125,0,0.111,0.3,1012
"68861","Región Centro Oriente","East",0.125,0,0.111,0.3,1013
"68867","Región Centro Oriente","East",0.125,0,0.111,0.3,1014
"68872","Región Centro Oriente","East",0.125,0,0.111,0.3,1015
"68895","Región Centro Oriente","East",0.125,0,0.111,0.3,1016
"70001","Región Caribe","North",0.25,0.222,0.333,0.1,602
"70110","Región Caribe","North",0.25,0.222,0.333,0.1,603
"70124","Región Caribe","North",0.25,0.222,0.333,0.1,604
"70204","Región Caribe","North",0.25,0.222,0.333,0.1,605
"70215","Región Caribe","North",0.25,0.222,0.333,0.1,606
"70221","Región Caribe","North",0.25,0.222,0.333,0.1,607
"70230","Región Caribe","North",0.25,0.222,0.333,0.1,608
"70233","Región Caribe","North",0.25,0.222,0.333,0.1,609
"70235","Región Caribe","North",0.25,0.222,0.333,0.1,610
"70265","Región Caribe","North",0.25,0.222,0.333,0.1,611
"70400","Región Caribe","North",0.25,0.222,0.333,0.1,612
"70418","Región Caribe","North",0.25,0.222,0.333,0.1,613
"70429","Región Caribe","North",0.25,0.222,0.333,0.1,614
"70473","Región Caribe","North",0.25,0.222,0.333,0.1,627
"70508","Región Caribe","North",0.25,0.222,0.333,0.1,615
"70523","Región Caribe","North",0.25,0.222,0.333,0.1,616
"70670","Región Caribe","North",0.25,0.222,0.333,0.1,617
"70678","Región Caribe","North",0.25,0.222,0.333,0.1,618
"70702","Región Caribe","North",0.25,0.222,0.333,0.1,619
"70708","Región Caribe","North",0.25,0.222,0.333,0.1,620
"70713","Región Caribe","North",0.25,0.222,0.333,0.1,621
"70717","Región Caribe","North",0.25,0.222,0.333,0.1,622
"70742","Región Caribe","North",0.25,0.222,0.333,0.1,623
"70771","Región Caribe","North",0.25,0.222,0.333,0.1,624
"70820","Región Caribe","North",0.25,0.222,0.333,0.1,625
"70823","Región Caribe","North",0.25,0.222,0.333,0.1,626
"73001","Región Centro Sur","South",0.25,0,0,0.5,1062
"73024","Región Centro Sur","South",0.25,0,0,0.5,1063
"73026","Región Centro Sur","South",0.25,0,0,0.5,1064
"73030","Región Centro Sur","South",0.25,0,0,0.5,1065
"73043","Región Centro Sur","South",0.25,0,0,0.5,1066
"73055","Región Centro Sur","South",0.25,0,0,0.5,1067
"73067","Región Centro Sur","South",0.25,0,0,0.5,1068
"73124","Región Centro Sur","South",0.25,0,0,0.5,1069
"73148","Región Centro Sur","South",0.25,0,0,0.5,1070
"73152","Región Centro Sur","South",0.25,0,0,0.5,1071
"73168","Región Centro Sur","South",0.25,0,0,0.5,1072
"73200","Región Centro Sur","South",0.25,0,0,0.5,1073
"73217","Región Centro Sur","South",0.25,0,0,0.5,1074
"73226","Región Centro Sur","South",0.25,0,0,0.5,1075
"73236","Región Centro Sur","South",0.25,0,0,0.5,1076
"73268","Región Centro Sur","South",0.25,0,0,0.5,1077
"73270","Región Centro Sur","South",0.25,0,0,0.5,1078
"73275","Región Centro Sur","South",0.25,0,0,0.5,1079
"73283","Región Centro Sur","South",0.25,0,0,0.5,1080
"73319","Región Centro Sur","South",0.25,0,0,0.5,1081
"73347","Región Centro Sur","South",0.25,0,0,0.5,1082
"73349","Región Centro Sur","South",0.25,0,0,0.5,1119
"73352","Región Centro Sur","South",0.25,0,0,0.5,1083
"73408","Región Centro Sur","South",0.25,0,0,0.5,1084
"73411","Región Centro Sur","South",0.25,0,0,0.5,1085
"73443","Región Centro Sur","South",0.25,0,0,0.5,1086
"73449","Región Centro Sur","South",0.25,0,0,0.5,1087
"73461","Región Centro Sur","South",0.25,0,0,0.5,1088
"73483","Región Centro Sur","South",0.25,0,0,0.5,1089
"73504","Región Centro Sur","South",0.25,0,0,0.5,1090
"73520","Región Centro Sur","South",0.25,0,0,0.5,1091
"73547","Región Centro Sur","South",0.25,0,0,0.5,1092
"73555","Región Centro Sur","South",0.25,0,0,0.5,1093
"73563","Región Centro Sur","South",0.25,0,0,0.5,1094
"73585","Región Centro Sur","South",0.25,0,0,0.5,1095
"73616","Región Centro Sur","South",0.25,0,0,0.5,1096
"73622","Región Centro Sur","South",0.25,0,0,0.5,1097
"73624","Región Centro Sur","South",0.25,0,0,0.5,1098
"73671","Región Centro Sur","South",0.25,0,0,0.5,1099
"73675","Región Centro Sur","South",0.25,0,0,0.5,1100
"73678","Región Centro Sur","South",0.25,0,0,0.5,1101
"73686","Región Centro Sur","South",0.25,0,0,0.5,1102
"73770","Región Centro Sur","South",0.25,0,0,0.5,1103
"73854","Región Centro Sur","South",0.25,0,0,0.5,1104
"73861","Región Centro Sur","South",0.25,0,0,0.5,1105
"73870","Región Centro Sur","South",0.25,0,0,0.5,1106
"73873","Región Centro Sur","South",0.25,0,0,0.5,1107
"76001","Región Pacífico","West",0.125,0,0.111,0.3,58
"76020","Región Pacífico","West",0.125,0,0.111,0.3,75
"76036","Región Pacífico","West",0.125,0,0.111,0.3,59
"76041","Región Pacífico","West",0.125,0,0.111,0.3,60
"76054","Región Pacífico","West",0.125,0,0.111,0.3,61
"76100","Región Pacífico","West",0.125,0,0.111,0.3,97
"76109","Región Pacífico","West",0.125,0,0.111,0.3,99
"76111","Región Pacífico","West",0.125,0,0.111,0.3,62
"76113","Región Pacífico","West",0.125,0,0.111,0.3,63
"76122","Región Pacífico","West",0.125,0,0.111,0.3,64
"76126","Región Pacífico","West",0.125,0,0.111,0.3,65
"76130","Región Pacífico","West",0.125,0,0.111,0.3,66
"76147","Región Pacífico","West",0.125,0,0.111,0.3,67
"76233","Región Pacífico","West",0.125,0,0.111,0.3,98
"76243","Región Pacífico","West",0.125,0,0.111,0.3,68
"76246","Región Pacífico","West",0.125,0,0.111,0.3,69
"76248","Región Pacífico","West",0.125,0,0.111,0.3,70
"76250","Región Pacífico","West",0.125,0,0.111,0.3,71
"76275","Región Pacífico","West",0.125,0,0.111,0.3,72
"76306","Región Pacífico","West",0.125,0,0.111,0.3,73
"76318","Región Pacífico","West",0.125,0,0.111,0.3,74
"76364","Región Pacífico","West",0.125,0,0.111,0.3,96
"76377","Región Pacífico","West",0.125,0,0.111,0.3,95
"76400","Región Pacífico","West",0.125,0,0.111,0.3,94
"76403","Región Pacífico","West",0.125,0,0.111,0.3,93
"76497","Región Pacífico","West",0.125,0,0.111,0.3,76
"76520","Región Pacífico","West",0.125,0,0.111,0.3,77
"76563","Región Pacífico","West",0.125,0,0.111,0.3,78
"76606","Región Pacífico","West",0.125,0,0.111,0.3,79
"76616","Región Pacífico","West",0.125,0,0.111,0.3,80
"76622","Región Pacífico","West",0.125,0,0.111,0.3,81
"76670","Región Pacífico","West",0.125,0,0.111,0.3,82
"76736","Región Pacífico","West",0.125,0,0.111,0.3,83
"76823","Región Pacífico","West",0.125,0,0.111,0.3,84
"76828","Región Pacífico","West",0.125,0,0.111,0.3,85
"76834","Región Pacífico","West",0.125,0,0.111,0.3,86
"76845","Región Pacífico","West",0.125,0,0.111,0.3,87
"76863","Región Pacífico","West",0.125,0,0.111,0.3,88
"76869","Región Pacífico","West",0.125,0,0.111,0.3,89
"76890","Región Pacífico","West",0.125,0,0.111,0.3,90
"76892","Región Pacífico","West",0.125,0,0.111,0.3,91
"76895","Región Pacífico","West",0.125,0,0.111,0.3,92
"81001","Región Llano","East",0.125,0,0.111,0.3,630
"81065","Región Llano","East",0.125,0,0.111,0.3,633
"81220","Región Llano","East",0.125,0,0.111,0.3,632
"81300","Región Llano","East",0.125,0,0.111,0.3,634
"81591","Región Llano","East",0.125,0,0.111,0.3,631
"81736","Región Llano","East",0.125,0,0.111,0.3,635
"81794","Región Llano","East",0.125,0,0.111,0.3,636
"85001","Región Llano","East",0.125,0,0.111,0.3,189
"85010","Región Llano","East",0.125,0,0.111,0.3,190
"85015","Región Llano","East",0.125,0,0.111,0.3,191
"85125","Región Llano","East",0.125,0,0.111,0.3,206
"85136","Región Llano","East",0.125,0,0.111,0.3,192
"85139","Región Llano","East",0.125,0,0.111,0.3,193
"85162","Región Llano","East",0.125,0,0.111,0.3,194
"85225","Región Llano","East",0.125,0,0.111,0.3,195
"85230","Región Llano","East",0.125,0,0.111,0.3,196
"85250","Región Llano","East",0.125,0,0.111,0.3,207
"85263","Región Llano","East",0.125,0,0.111,0.3,197
"85279","Región Llano","East",0.125,0,0.111,0.3,198
"85300","Región Llano","East",0.125,0,0.111,0.3,199
"85315","Región Llano","East",0.125,0,0.111,0.3,200
"85325","Región Llano","East",0.125,0,0.111,0.3,201
"85400","Región Llano","East",0.125,0,0.111,0.3,202
"85410","Región Llano","East",0.125,0,0.111,0.3,203
"85430","Región Llano","East",0.125,0,0.111,0.3,204
"85440","Región Llano","East",0.125,0,0.111,0.3,205
"86001","Región Centro Sur","South",0.25,0,0,0.5,100
"86219","Región Centro Sur","South",0.25,0,0,0.5,101
"86320","Región Centro Sur","South",0.25,0,0,0.5,102
"86568","Región Centro Sur","South",0.25,0,0,0.5,110
"86569","Región Centro Sur","South",0.25,0,0,0.5,109
"86571","Región Centro Sur","South",0.25,0,0,0.5,111
"86573","Región Centro Sur","South",0.25,0,0,0.5,112
"86749","Región Centro Sur","South",0.25,0,0,0.5,103
"86755","Región Centro Sur","South",0.25,0,0,0.5,104
"86757","Región Centro Sur","South",0.25,0,0,0.5,105
"86760","Región Centro Sur","South",0.25,0,0,0.5,106
"86865","Región Centro Sur","South",0.25,0,0,0.5,107
"86885","Región Centro Sur","South",0.25,0,0,0.5,108
"88001","Región Caribe","North",0.25,0.222,0.333,0.1,628
"88564","Región Caribe","North",0.25,0.222,0.333,0.1,629
"91001","Región Centro Sur","South",0.25,0,0,0.5,208
"91263","Región Centro Sur","South",0.25,0,0,0.5,209
"91405","Región Centro Sur","South",0.25,0,0,0.5,210
"91407","Región Centro Sur","South",0.25,0,0,0.5,211
"91430","Región Centro Sur","South",0.25,0,0,0.5,212
"91460","Región Centro Sur","South",0.25,0,0,0.5,213
"91530","Región Centro Sur","South",0.25,0,0,0.5,214
"91536","Región Centro Sur","South",0.25,0,0,0.5,215
"91540","Región Centro Sur","South",0.25,0,0,0.5,216
"91669","Región Centro Sur","South",0.25,0,0,0.5,217
"91798","Región Centro Sur","South",0.25,0,0,0.5,218
"94001","Región Llano","East",0.125,0,0.111,0.3,176
"94343","Región Llano","East",0.125,0,0.111,0.3,177
"94663","Región Llano","East",0.125,0,0.111,0.3,178
"94883","Región Llano","East",0.125,0,0.111,0.3,179
"94884","Región Llano","East",0.125,0,0.111,0.3,180
"94885","Región Llano","East",0.125,0,0.111,0.3,181
"94886","Región Llano","East",0.125,0,0.111,0.3,182
"94887","Región Llano","East",0.125,0,0.111,0.3,183
"94888","Región Llano","East",0.125,0,0.111,0.3,184
"95001","Región Llano","East",0.125,0,0.111,0.3,225
"95015","Región Llano","East",0.125,0,0.111,0.3,226
"95025","Región Llano","East",0.125,0,0.111,0.3,227
"95200","Región Llano","East",0.125,0,0.111,0.3,228
"97001","Región Centro Sur","South",0.25,0,0,0.5,219
"97161","Región Centro Sur","South",0.25,0,0,0.5,220
"97511","Región Centro Sur","South",0.25,0,0,0.5,221
"97666","Región Centro Sur","South",0.25,0,0,0.5,222
"97777","Región Centro Sur","South",0.25,0,0,0.5,223
"97889","Región Centro Sur","South",0.25,0,0,0.5,224
"99001","Región Llano","East",0.125,0,0.111,0.3,186
"99524","Región Llano","East",0.125,0,0.111,0.3,187
"99624","Región Llano","East",0.125,0,0.111,0.3,185
"99773","Región Llano","East",0.125,0,0.111,0.3,188
