"MPIO_CDPMP","REGION","Card_6t9","elsnl_6t9","elsnmr_6t9","clrgst_6t9","clrgwk_6t9","FID_6t9"
"19533","Región Pacífico","West",0.125,0,0.111,0.3,38
"19548","Región Pacífico","West",0.125,0,0.111,0.3,39
"19573","Región Pacífico","West",0.125,0,0.111,0.3,40
"19585","Región Pacífico","West",0.125,0,0.111,0.3,41
"19622","Región Pacífico","West",0.125,0,0.111,0.3,42
"19693","Región Pacífico","West",0.125,0,0.111,0.3,43
"19698","Región Pacífico","West",0.125,0,0.111,0.3,44
"19701","Región Pacífico","West",0.125,0,0.111,0.3,45
"19743","Región Pacífico","West",0.125,0,0.111,0.3,46
"19760","Región Pacífico","West",0.125,0,0.111,0.3,47
"19780","Región Pacífico","West",0.125,0,0.111,0.3,48
"19785","Región Pacífico","West",0.125,0,0.111,0.3,49
"19807","Región Pacífico","West",0.125,0,0.111,0.3,50
"19809","Región Pacífico","West",0.125,0,0.111,0.3,56
"19821","Región Pacífico","West",0.125,0,0.111,0.3,51
"19824","Región Pacífico","West",0.125,0,0.111,0.3,52
"19845","Región Pacífico","West",0.125,0,0.111,0.3,57
"20001","Región Caribe","North",0.25,0.222,0.333,0.1,550
"20011","Región Caribe","North",0.25,0.222,0.333,0.1,556
"20013","Región Caribe","North",0.25,0.222,0.333,0.1,551
"20032","Región Caribe","North",0.25,0.222,0.333,0.1,532
"20045","Región Caribe","North",0.25,0.222,0.333,0.1,552
"20060","Región Caribe","North",0.25,0.222,0.333,0.1,533
"20175","Región Caribe","North",0.25,0.222,0.333,0.1,534
"20178","Región Caribe","North",0.25,0.222,0.333,0.1,535
"20228","Región Caribe","North",0.25,0.222,0.333,0.1,536
"20238","Región Caribe","North",0.25,0.222,0.333,0.1,537
"20250","Región Caribe","North",0.25,0.222,0.333,0.1,538
"20295","Región Caribe","North",0.25,0.222,0.333,0.1,539
"20310","Región Caribe","North",0.25,0.222,0.333,0.1,540
"20383","Región Caribe","North",0.25,0.222,0.333,0.1,541
"20400","Región Caribe","North",0.25,0.222,0.333,0.1,542
"20443","Región Caribe","North",0.25,0.222,0.333,0.1,543
"20517","Región Caribe","North",0.25,0.222,0.333,0.1,544
"20550","Región Caribe","North",0.25,0.222,0.333,0.1,545
"20570","Región Caribe","North",0.25,0.222,0.333,0.1,554
"20614","Región Caribe","North",0.25,0.222,0.333,0.1,546
"20621","Región Caribe","North",0.25,0.222,0.333,0.1,553
"20710","Región Caribe","North",0.25,0.222,0.333,0.1,547
"20750","Región Caribe","North",0.25,0.222,0.333,0.1,548
"20770","Región Caribe","North",0.25,0.222,0.333,0.1,555
"20787","Región Caribe","North",0.25,0.222,0.333,0.1,549
"23001","Región Caribe","North",0.25,0.222,0.333,0.1,436
"23068","Región Caribe","North",0.25,0.222,0.333,0.1,437
"23079","Región Caribe","North",0.25,0.222,0.333,0.1,438
"23090","Región Caribe","North",0.25,0.222,0.333,0.1,439
"23162","Región Caribe","North",0.25,0.222,0.333,0.1,440
"23168","Región Caribe","North",0.25,0.222,0.333,0.1,441
"23182","Región Caribe","North",0.25,0.222,0.333,0.1,442
"23189","Región Caribe","North",0.25,0.222,0.333,0.1,443
"23300","Región Caribe","North",0.25,0.222,0.333,0.1,444
"23350","Región Caribe","North",0.25,0.222,0.333,0.1,445
"23417","Región Caribe","North",0.25,0.222,0.333,0.1,446
"23419","Región Caribe","North",0.25,0.222,0.333,0.1,447
"23464","Región Caribe","North",0.25,0.222,0.333,0.1,448
"23466","Región Caribe","North",0.25,0.222,0.333,0.1,463
"23500","Región Caribe","North",0.25,0.222,0.333,0.1,449
"23555","Región Caribe","North",0.25,0.222,0.333,0.1,450
"23570","Región Caribe","North",0.25,0.222,0.333,0.1,451
"23574","Región Caribe","North",0.25,0.222,0.333,0.1,452
"23580","Región Caribe","North",0.25,0.222,0.333,0.1,464
"23586","Región Caribe","North",0.25,0.222,0.333,0.1,453
"23660","Región Caribe","North",0.25,0.222,0.333,0.1,454
"23670","Región Caribe","North",0.25,0.222,0.333,0.1,455
"23672","Región Caribe","North",0.25,0.222,0.333,0.1,456
"23675","Región Caribe","North",0.25,0.222,0.333,0.1,457
"23678","Región Caribe","North",0.25,0.222,0.333,0.1,458
"23682","Región Caribe","North",0.25,0.222,0.333,0.1,459
"23686","Región Caribe","North",0.25,0.222,0.333,0.1,460
"23807","Región Caribe","North",0.25,0.222,0.333,0.1,465
"23815","Región Caribe","North",0.25,0.222,0.333,0.1,461
"23855","Región Caribe","North",0.25,0.222,0.333,0.1,462
"25001","Región Centro Oriente","East",0.125,0,0.111,0.3,867
"25019","Región Centro Oriente","East",0.125,0,0.111,0.3,760
"25035","Región Centro Oriente","East",0.125,0,0.111,0.3,761
"25040","Región Centro Oriente","East",0.125,0,0.111,0.3,762
"25053","Región Centro Oriente","East",0.125,0,0.111,0.3,763
"25086","Región Centro Oriente","East",0.125,0,0.111,0.3,764
"25095","Región Centro Oriente","East",0.125,0,0.111,0.3,765
"25099","Región Centro Oriente","East",0.125,0,0.111,0.3,766
"25120","Región Centro Oriente","East",0.125,0,0.111,0.3,767
"25123","Región Centro Oriente","East",0.125,0,0.111,0.3,768
"25126","Región Centro Oriente","East",0.125,0,0.111,0.3,769
"25148","Región Centro Oriente","East",0.125,0,0.111,0.3,770
"25151","Región Centro Oriente","East",0.125,0,0.111,0.3,771
"25154","Región Centro Oriente","East",0.125,0,0.111,0.3,772
"25168","Región Centro Oriente","East",0.125,0,0.111,0.3,773
"25175","Región Centro Oriente","East",0.125,0,0.111,0.3,1113
"25178","Región Centro Oriente","East",0.125,0,0.111,0.3,774
"25181","Región Centro Oriente","East",0.125,0,0.111,0.3,775
"25183","Región Centro Oriente","East",0.125,0,0.111,0.3,776
"25200","Región Centro Oriente","East",0.125,0,0.111,0.3,777
"25214","Región Centro Oriente","East",0.125,0,0.111,0.3,778
"25224","Región Centro Oriente","East",0.125,0,0.111,0.3,779
"25245","Región Centro Oriente","East",0.125,0,0.111,0.3,780
"25258","Región Centro Oriente","East",0.125,0,0.111,0.3,781
"25260","Región Centro Oriente","East",0.125,0,0.111,0.3,1114
"25269","Región Centro Oriente","East",0.125,0,0.111,0.3,782
"25279","Región Centro Oriente","East",0.125,0,0.111,0.3,783
"25281","Región Centro Oriente","East",0.125,0,0.111,0.3,784
"25286","Región Centro Oriente","East",0.125,0,0.111,0.3,785
"25288","Región Centro Oriente","East",0.125,0,0.111,0.3,786
"25290","Región Centro Oriente","East",0.125,0,0.111,0.3,1117
"25293","Región Centro Oriente","East",0.125,0,0.111,0.3,787
"25295","Región Centro Oriente","East",0.125,0,0.111,0.3,788
"25297","Región Centro Oriente","East",0.125,0,0.111,0.3,789
"25299","Región Centro Oriente","East",0.125,0,0.111,0.3,790
"25307","Región Centro Oriente","East",0.125,0,0.111,0.3,1111
"25312","Región Centro Oriente","East",0.125,0,0.111,0.3,791
"25317","Región Centro Oriente","East",0.125,0,0.111,0.3,792
"25320","Región Centro Oriente","East",0.125,0,0.111,0.3,793
"25322","Región Centro Oriente","East",0.125,0,0.111,0.3,794
"25324","Región Centro Oriente","East",0.125,0,0.111,0.3,795
"25326","Región Centro Oriente","East",0.125,0,0.111,0.3,796
"25328","Región Centro Oriente","East",0.125,0,0.111,0.3,797
"25335","Región Centro Oriente","East",0.125,0,0.111,0.3,798
"25339","Región Centro Oriente","East",0.125,0,0.111,0.3,799
"25368","Región Centro Oriente","East",0.125,0,0.111,0.3,800
"25372","Región Centro Oriente","East",0.125,0,0.111,0.3,801
"25377","Región Centro Oriente","East",0.125,0,0.111,0.3,802
"25386","Región Centro Oriente","East",0.125,0,0.111,0.3,803
"25394","Región Centro Oriente","East",0.125,0,0.111,0.3,804
"25398","Región Centro Oriente","East",0.125,0,0.111,0.3,805
"25402","Región Centro Oriente","East",0.125,0,0.111,0.3,806
"25407","Región Centro Oriente","East",0.125,0,0.111,0.3,807
"25426","Región Centro Oriente","East",0.125,0,0.111,0.3,808
"25430","Región Centro Oriente","East",0.125,0,0.111,0.3,809
"25436","Región Centro Oriente","East",0.125,0,0.111,0.3,810
"25438","Región Centro Oriente","East",0.125,0,0.111,0.3,811
"25473","Región Centro Oriente","East",0.125,0,0.111,0.3,1115
"25483","Región Centro Oriente","East",0.125,0,0.111,0.3,812
"25486","Región Centro Oriente","East",0.125,0,0.111,0.3,813
"25488","Región Centro Oriente","East",0.125,0,0.111,0.3,814
"25489","Región Centro Oriente","East",0.125,0,0.111,0.3,815
"25491","Región Centro Oriente","East",0.125,0,0.111,0.3,816
"25506","Región Centro Oriente","East",0.125,0,0.111,0.3,817
"25513","Región Centro Oriente","East",0.125,0,0.111,0.3,818
"25518","Región Centro Oriente","East",0.125,0,0.111,0.3,819
"25524","Región Centro Oriente","East",0.125,0,0.111,0.3,820
"25530","Región Centro Oriente","East",0.125,0,0.111,0.3,821
"25535","Región Centro Oriente","East",0.125,0,0.111,0.3,822
"25572","Región Centro Oriente","East",0.125,0,0.111,0.3,823
"25580","Región Centro Oriente","East",0.125,0,0.111,0.3,824
"25592","Región Centro Oriente","East",0.125,0,0.111,0.3,825
"25594","Región Centro Oriente","East",0.125,0,0.111,0.3,826
"25596","Región Centro Oriente","East",0.125,0,0.111,0.3,827
"25599","Región Centro Oriente","East",0.125,0,0.111,0.3,828
"25612","Región Centro Oriente","East",0.125,0,0.111,0.3,829
"25645","Región Centro Oriente","East",0.125,0,0.111,0.3,830
"25649","Región Centro Oriente","East",0.125,0,0.111,0.3,831
"25653","Región Centro Oriente","East",0.125,0,0.111,0.3,832
"25658","Región Centro Oriente","East",0.125,0,0.111,0.3,833
"25662","Región Centro Oriente","East",0.125,0,0.111,0.3,1118
"25718","Región Centro Oriente","East",0.125,0,0.111,0.3,834
"25736","Región Centro Oriente","East",0.125,0,0.111,0.3,835
"25740","Región Centro Oriente","East",0.125,0,0.111,0.3,1116
"25743","Región Centro Oriente","East",0.125,0,0.111,0.3,836
"25745","Región Centro Oriente","East",0.125,0,0.111,0.3,837
"25754","Región Centro Oriente","East",0.125,0,0.111,0.3,1112
"25758","Región Centro Oriente","East",0.125,0,0.111,0.3,838
"25769","Región Centro Oriente","East",0.125,0,0.111,0.3,839
"25772","Región Centro Oriente","East",0.125,0,0.111,0.3,840
"25777","Región Centro Oriente","East",0.125,0,0.111,0.3,841
"25779","Región Centro Oriente","East",0.125,0,0.111,0.3,842
"25781","Región Centro Oriente","East",0.125,0,0.111,0.3,843
"25785","Región Centro Oriente","East",0.125,0,0.111,0.3,844
"25793","Región Centro Oriente","East",0.125,0,0.111,0.3,845
"25797","Región Centro Oriente","East",0.125,0,0.111,0.3,846
"25799","Región Centro Oriente","East",0.125,0,0.111,0.3,847
"25805","Región Centro Oriente","East",0.125,0,0.111,0.3,848
"25807","Región Centro Oriente","East",0.125,0,0.111,0.3,849
"25815","Región Centro Oriente","East",0.125,0,0.111,0.3,850
"25817","Región Centro Oriente","East",0.125,0,0.111,0.3,851
"25823","Región Centro Oriente","East",0.125,0,0.111,0.3,852
"25839","Región Centro Oriente","East",0.125,0,0.111,0.3,853
"25841","Región Centro Oriente","East",0.125,0,0.111,0.3,854
"25843","Región Centro Oriente","East",0.125,0,0.111,0.3,855
"25845","Región Centro Oriente","East",0.125,0,0.111,0.3,856
"25851","Región Centro Oriente","East",0.125,0,0.111,0.3,857
"25862","Región Centro Oriente","East",0.125,0,0.111,0.3,858
"25867","Región Centro Oriente","East",0.125,0,0.111,0.3,859
"25871","Región Centro Oriente","East",0.125,0,0.111,0.3,860
"25873","Región Centro Oriente","East",0.125,0,0.111,0.3,861
"25875","Región Centro Oriente","East",0.125,0,0.111,0.3,862
"25878","Región Centro Oriente","East",0.125,0,0.111,0.3,863
"25885","Región Centro Oriente","East",0.125,0,0.111,0.3,864
"25898","Región Centro Oriente","East",0.125,0,0.111,0.3,865
"25899","Región Centro Oriente","East",0.125,0,0.111,0.3,866
"27001","Región Pacífico","West",0.125,0,0.111,0.3,406
"27006","Región Pacífico","West",0.125,0,0.111,0.3,407
"27025","Región Pacífico","West",0.125,0,0.111,0.3,408
"27050","Región Pacífico","West",0.125,0,0.111,0.3,409
"27073","Región Pacífico","West",0.125,0,0.111,0.3,410
"27075","Región Pacífico","West",0.125,0,0.111,0.3,411
"27077","Región Pacífico","West",0.125,0,0.111,0.3,412
"27099","Región Pacífico","West",0.125,0,0.111,0.3,413
"27135","Región Pacífico","West",0.125,0,0.111,0.3,414
"27150","Región Pacífico","West",0.125,0,0.111,0.3,415
"27160","Región Pacífico","West",0.125,0,0.111,0.3,416
"27205","Región Pacífico","West",0.125,0,0.111,0.3,417
"27245","Región Pacífico","West",0.125,0,0.111,0.3,418
"27250","Región Pacífico","West",0.125,0,0.111,0.3,419
"27361","Región Pacífico","West",0.125,0,0.111,0.3,420
"27372","Región Pacífico","West",0.125,0,0.111,0.3,421
"27413","Región Pacífico","West",0.125,0,0.111,0.3,422
"27425","Región Pacífico","West",0.125,0,0.111,0.3,423
"27430","Región Pacífico","West",0.125,0,0.111,0.3,424
"27450","Región Pacífico","West",0.125,0,0.111,0.3,425
"27491","Región Pacífico","West",0.125,0,0.111,0.3,426
"27495","Región Pacífico","West",0.125,0,0.111,0.3,427
"27580","Región Pacífico","West",0.125,0,0.111,0.3,428
"27600","Región Pacífico","West",0.125,0,0.111,0.3,429
"27615","Región Pacífico","West",0.125,0,0.111,0.3,405
"27660","Región Pacífico","West",0.125,0,0.111,0.3,430
"27745","Región Pacífico","West",0.125,0,0.111,0.3,431
"27787","Región Pacífico","West",0.125,0,0.111,0.3,432
"27800","Región Pacífico","West",0.125,0,0.111,0.3,433
"27810","Región Pacífico","West",0.125,0,0.111,0.3,434
"41001","Región Centro Sur","South",0.25,0,0,0.5,938
"41006","Región Centro Sur","South",0.25,0,0,0.5,974
"41013","Región Centro Sur","South",0.25,0,0,0.5,973
"41016","Región Centro Sur","South",0.25,0,0,0.5,972
"41020","Región Centro Sur","South",0.25,0,0,0.5,971
"41026","Región Centro Sur","South",0.25,0,0,0.5,970
"41078","Región Centro Sur","South",0.25,0,0,0.5,969
"41132","Región Centro Sur","South",0.25,0,0,0.5,968
"41206","Región Centro Sur","South",0.25,0,0,0.5,967
"41244","Región Centro Sur","South",0.25,0,0,0.5,966
"41298","Región Centro Sur","South",0.25,0,0,0.5,965
"41306","Región Centro Sur","South",0.25,0,0,0.5,939
"41319","Región Centro Sur","South",0.25,0,0,0.5,940
"41349","Región Centro Sur","South",0.25,0,0,0.5,941
"41357","Región Centro Sur","South",0.25,0,0,0.5,942
"41359","Región Centro Sur","South",0.25,0,0,0.5,943
"41378","Región Centro Sur","South",0.25,0,0,0.5,944
"41396","Región Centro Sur","South",0.25,0,0,0.5,945
"41483","Región Centro Sur","South",0.25,0,0,0.5,946
"41503","Región Centro Sur","South",0.25,0,0,0.5,947
"41518","Región Centro Sur","South",0.25,0,0,0.5,948
"41524","Región Centro Sur","South",0.25,0,0,0.5,949
"41530","Región Centro Sur","South",0.25,0,0,0.5,950
"41548","Región Centro Sur","South",0.25,0,0,0.5,951
"41551","Región Centro Sur","South",0.25,0,0,0.5,952
"41615","Región Centro Sur","South",0.25,0,0,0.5,953
"41660","Región Centro Sur","South",0.25,0,0,0.5,954
"41668","Región Centro Sur","South",0.25,0,0,0.5,955
"41676","Región Centro Sur","South",0.25,0,0,0.5,956
"41770","Región Centro Sur","South",0.25,0,0,0.5,957
"41791","Región Centro Sur","South",0.25,0,0,0.5,958
"41797","Región Centro Sur","South",0.25,0,0,0.5,959
"41799","Región Centro Sur","South",0.25,0,0,0.5,960
"41801","Región Centro Sur","South",0.25,0,0,0.5,961
"41807","Región Centro Sur","South",0.25,0,0,0.5,962
"41872","Región Centro Sur","South",0.25,0,0,0.5,963
"41885","Región Centro Sur","South",0.25,0,0,0.5,964
"44001","Región Caribe","North",0.25,0.222,0.333,0.1,565
"44035","Región Caribe","North",0.25,0.222,0.333,0.1,566
"44078","Región Caribe","North",0.25,0.222,0.333,0.1,557
"44090","Región Caribe","North",0.25,0.222,0.333,0.1,567
"44098","Región Caribe","North",0.25,0.222,0.333,0.1,558
"44110","Región Caribe","North",0.25,0.222,0.333,0.1,559
"44279","Región Caribe","North",0.25,0.222,0.333,0.1,560
"44378","Región Caribe","North",0.25,0.222,0.333,0.1,561
"44420","Región Caribe","North",0.25,0.222,0.333,0.1,562
"44430","Región Caribe","North",0.25,0.222,0.333,0.1,570
"44560","Región Caribe","North",0.25,0.222,0.333,0.1,571
"44650","Región Caribe","North",0.25,0.222,0.333,0.1,568
"44847","Región Caribe","North",0.25,0.222,0.333,0.1,569
"44855","Región Caribe","North",0.25,0.222,0.333,0.1,563
"44874","Región Caribe","North",0.25,0.222,0.333,0.1,564
"47001","Región Caribe","North",0.25,0.222,0.333,0.1,600
"47030","Región Caribe","North",0.25,0.222,0.333,0.1,573
"47053","Región Caribe","North",0.25,0.222,0.333,0.1,597
"47058","Región Caribe","North",0.25,0.222,0.333,0.1,574
"47161","Región Caribe","North",0.25,0.222,0.333,0.1,575
"47170","Región Caribe","North",0.25,0.222,0.333,0.1,576
"47189","Región Caribe","North",0.25,0.222,0.333,0.1,598
"47205","Región Caribe","North",0.25,0.222,0.333,0.1,577
"47245","Región Caribe","North",0.25,0.222,0.333,0.1,601
"47258","Región Caribe","North",0.25,0.222,0.333,0.1,578
"47268","Región Caribe","North",0.25,0.222,0.333,0.1,579
"47288","Región Caribe","North",0.25,0.222,0.333,0.1,599
"47318","Región Caribe","North",0.25,0.222,0.333,0.1,580
"47460","Región Caribe","North",0.25,0.222,0.333,0.1,581
"47541","Región Caribe","North",0.25,0.222,0.333,0.1,572
"47545","Región Caribe","North",0.25,0.222,0.333,0.1,582
"47551","Región Caribe","North",0.25,0.222,0.333,0.1,583
"47555","Región Caribe","North",0.25,0.222,0.333,0.1,584
"47570","Región Caribe","North",0.25,0.222,0.333,0.1,585
"47605","Región Caribe","North",0.25,0.222,0.333,0.1,586
"47660","Región Caribe","North",0.25,0.222,0.333,0.1,587
"47675","Región Caribe","North",0.25,0.222,0.333,0.1,588
"47692","Región Caribe","North",0.25,0.222,0.333,0.1,589
"47703","Región Caribe","North",0.25,0.222,0.333,0.1,590
"47707","Región Caribe","North",0.25,0.222,0.333,0.1,591
"47720","Región Caribe","North",0.25,0.222,0.333,0.1,592
"47745","Región Caribe","North",0.25,0.222,0.333,0.1,593
"47798","Región Caribe","North",0.25,0.222,0.333,0.1,594
"47960","Región Caribe","North",0.25,0.222,0.333,0.1,595
"47980","Región Caribe","North",0.25,0.222,0.333,0.1,596
"50001","Región Llano","East",0.125,0,0.111,0.3,909
"50006","Región Llano","East",0.125,0,0.111,0.3,910
"50110","Región Llano","East",0.125,0,0.111,0.3,911
"50124","Región Llano","East",0.125,0,0.111,0.3,912
"50150","Región Llano","East",0.125,0,0.111,0.3,913
"50223","Región Llano","East",0.125,0,0.111,0.3,914
"50226","Región Llano","East",0.125,0,0.111,0.3,915
"50245","Región Llano","East",0.125,0,0.111,0.3,916
"50251","Región Llano","East",0.125,0,0.111,0.3,917
"50270","Región Llano","East",0.125,0,0.111,0.3,918
"50287","Región Llano","East",0.125,0,0.111,0.3,919
"50313","Región Llano","East",0.125,0,0.111,0.3,920
"50318","Región Llano","East",0.125,0,0.111,0.3,921
"50325","Región Llano","East",0.125,0,0.111,0.3,936
"50330","Región Llano","East",0.125,0,0.111,0.3,922
"50350","Región Llano","East",0.125,0,0.111,0.3,935
"50370","Región Llano","East",0.125,0,0.111,0.3,923
"50400","Región Llano","East",0.125,0,0.111,0.3,924
"50450","Región Llano","East",0.125,0,0.111,0.3,925
"50568","Región Llano","East",0.125,0,0.111,0.3,937
"50573","Región Llano","East",0.125,0,0.111,0.3,926
"50577","Región Llano","East",0.125,0,0.111,0.3,927
"50590","Región Llano","East",0.125,0,0.111,0.3,928
"50606","Región Llano","East",0.125,0,0.111,0.3,929
"50680","Región Llano","East",0.125,0,0.111,0.3,930
"50683","Región Llano","East",0.125,0,0.111,0.3,931
"50686","Región Llano","East",0.125,0,0.111,0.3,932
"50689","Región Llano","East",0.125,0,0.111,0.3,933
"50711","Región Llano","East",0.125,0,0.111,0.3,934
"52001","Región Pacífico","West",0.125,0,0.111,0.3,127
"52019","Región Pacífico","West",0.125,0,0.111,0.3,128
"52022","Región Pacífico","West",0.125,0,0.111,0.3,129
"52036","Región Pacífico","West",0.125,0,0.111,0.3,131
"52051","Región Pacífico","West",0.125,0,0.111,0.3,132
"52079","Región Pacífico","West",0.125,0,0.111,0.3,167
"52083","Región Pacífico","West",0.125,0,0.111,0.3,133
"52110","Región Pacífico","West",0.125,0,0.111,0.3,134
"52203","Región Pacífico","West",0.125,0,0.111,0.3,135
"52207","Región Pacífico","West",0.125,0,0.111,0.3,124
"52210","Región Pacífico","West",0.125,0,0.111,0.3,125
"52215","Región Pacífico","West",0.125,0,0.111,0.3,126
"52224","Región Pacífico","West",0.125,0,0.111,0.3,130
"52227","Región Pacífico","West",0.125,0,0.111,0.3,160
"52233","Región Pacífico","West",0.125,0,0.111,0.3,161
"52240","Región Pacífico","West",0.125,0,0.111,0.3,141
"52250","Región Pacífico","West",0.125,0,0.111,0.3,168
"52254","Región Pacífico","West",0.125,0,0.111,0.3,142
"52256","Región Pacífico","West",0.125,0,0.111,0.3,162
"52258","Región Pacífico","West",0.125,0,0.111,0.3,143
"52260","Región Pacífico","West",0.125,0,0.111,0.3,150
"52287","Región Pacífico","West",0.125,0,0.111,0.3,151
"52317","Región Pacífico","West",0.125,0,0.111,0.3,152
"52320","Región Pacífico","West",0.125,0,0.111,0.3,154
"52323","Región Pacífico","West",0.125,0,0.111,0.3,156
"52352","Región Pacífico","West",0.125,0,0.111,0.3,157
"52354","Región Pacífico","West",0.125,0,0.111,0.3,158
"52356","Región Pacífico","West",0.125,0,0.111,0.3,159
"52378","Región Pacífico","West",0.125,0,0.111,0.3,148
"52381","Región Pacífico","West",0.125,0,0.111,0.3,149
"52385","Región Pacífico","West",0.125,0,0.111,0.3,163
"52390","Región Pacífico","West",0.125,0,0.111,0.3,169
"52399","Región Pacífico","West",0.125,0,0.111,0.3,153
"52405","Región Pacífico","West",0.125,0,0.111,0.3,155
"52411","Región Pacífico","West",0.125,0,0.111,0.3,145
"52418","Región Pacífico","West",0.125,0,0.111,0.3,164
"52427","Región Pacífico","West",0.125,0,0.111,0.3,170
"52435","Región Pacífico","West",0.125,0,0.111,0.3,147
"52473","Región Pacífico","West",0.125,0,0.111,0.3,171
"52480","Región Pacífico","West",0.125,0,0.111,0.3,136
"52490","Región Pacífico","West",0.125,0,0.111,0.3,172
"52506","Región Pacífico","West",0.125,0,0.111,0.3,137
"52520","Región Pacífico","West",0.125,0,0.111,0.3,173
"52540","Región Pacífico","West",0.125,0,0.111,0.3,165
"52560","Región Pacífico","West",0.125,0,0.111,0.3,116
"52565","Región Pacífico","West",0.125,0,0.111,0.3,118
"52573","Región Pacífico","West",0.125,0,0.111,0.3,120
"52585","Región Pacífico","West",0.125,0,0.111,0.3,122
"52612","Región Pacífico","West",0.125,0,0.111,0.3,166
"52621","Región Pacífico","West",0.125,0,0.111,0.3,174
"52678","Región Pacífico","West",0.125,0,0.111,0.3,123
"52683","Región Pacífico","West",0.125,0,0.111,0.3,113
"52685","Región Pacífico","West",0.125,0,0.111,0.3,114
"52687","Región Pacífico","West",0.125,0,0.111,0.3,115
"52693","Región Pacífico","West",0.125,0,0.111,0.3,117
"52694","Región Pacífico","West",0.125,0,0.111,0.3,119
"52696","Región Pacífico","West",0.125,0,0.111,0.3,175
"52699","Región Pacífico","West",0.125,0,0.111,0.3,121
"52720","Región Pacífico","West",0.125,0,0.111,0.3,138
"52786","Región Pacífico","West",0.125,0,0.111,0.3,139
"52788","Región Pacífico","West",0.125,0,0.111,0.3,140
"52835","Región Pacífico","West",0.125,0,0.111,0.3,435
"52838","Región Pacífico","West",0.125,0,0.111,0.3,144
"52885","Región Pacífico","West",0.125,0,0.111,0.3,146
"54001","Región Centro Oriente","East",0.125,0,0.111,0.3,868
"54003","Región Centro Oriente","East",0.125,0,0.111,0.3,869
"54051","Región Centro Oriente","East",0.125,0,0.111,0.3,870
"54099","Región Centro Oriente","East",0.125,0,0.111,0.3,871
"54109","Región Centro Oriente","East",0.125,0,0.111,0.3,872
"54125","Región Centro Oriente","East",0.125,0,0.111,0.3,873
"54128","Región Centro Oriente","East",0.125,0,0.111,0.3,874
"54172","Región Centro Oriente","East",0.125,0,0.111,0.3,875
"54174","Región Centro Oriente","East",0.125,0,0.111,0.3,901
"54206","Región Centro Oriente","East",0.125,0,0.111,0.3,902
"54223","Región Centro Oriente","East",0.125,0,0.111,0.3,876
"54239","Región Centro Oriente","East",0.125,0,0.111,0.3,877
"54245","Región Centro Oriente","East",0.125,0,0.111,0.3,903
"54250","Región Centro Oriente","East",0.125,0,0.111,0.3,907
"54261","Región Centro Oriente","East",0.125,0,0.111,0.3,878
"54313","Región Centro Oriente","East",0.125,0,0.111,0.3,879
"54344","Región Centro Oriente","East",0.125,0,0.111,0.3,880
"54347","Región Centro Oriente","East",0.125,0,0.111,0.3,881
"54377","Región Centro Oriente","East",0.125,0,0.111,0.3,882
"54385","Región Centro Oriente","East",0.125,0,0.111,0.3,883
"54398","Región Centro Oriente","East",0.125,0,0.111,0.3,884
"54405","Región Centro Oriente","East",0.125,0,0.111,0.3,885
"54418","Región Centro Oriente","East",0.125,0,0.111,0.3,886
"54480","Región Centro Oriente","East",0.125,0,0.111,0.3,887
"54498","Región Centro Oriente","East",0.125,0,0.111,0.3,888
"54518","Región Centro Oriente","East",0.125,0,0.111,0.3,889
"54520","Región Centro Oriente","East",0.125,0,0.111,0.3,890
"54553","Región Centro Oriente","East",0.125,0,0.111,0.3,891
"54599","Región Centro Oriente","East",0.125,0,0.111,0.3,892
"54660","Región Centro Oriente","East",0.125,0,0.111,0.3,893
"54670","Región Centro Oriente","East",0.125,0,0.111,0.3,894
"54673","Región Centro Oriente","East",0.125,0,0.111,0.3,895
"54680","Región Centro Oriente","East",0.125,0,0.111,0.3,896
"54720","Región Centro Oriente","East",0.125,0,0.111,0.3,897
"54743","Región Centro Oriente","East",0.125,0,0.111,0.3,898
"54800","Región Centro Oriente","East",0.125,0,0.111,0.3,904
"54810","Región Centro Oriente","East",0.125,0,0.111,0.3,905
"54820","Región Centro Oriente","East",0.125,0,0.111,0.3,906
"54871","Región Centro Oriente","East",0.125,0,0.111,0.3,899
"54874","Región Centro Oriente","East",0.125,0,0.111,0.3,900
"63001","Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1,256
"63111","Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1,257
"63130","Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1,258
"63190","Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1,259
"63212","Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1,260
"63272","Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1,261
"63302","Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1,262
"63401","Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1,263
"63470","Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1,264
"63548","Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1,265
"63594","Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1,266
"63690","Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1,267
"66001","Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1,268
"66045","Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1,269
"66075","Región Eje Cafetero - Antioquia","North",0.25,0.222,0.333,0.1,270
