"FID_15t16","Petro_15t16","Duque_15t16","vtotal_15t16","MOV18_15t16","elsnl_15","elsnmr_15","clrgst_15","clrgwk_15","elsnl_16","elsnmr_16","clrgst_16","clrgwk_16"
347,298,1448,1854,0.62028,0,0.222,0.333,0,NA,NA,NA,NA
348,521,6434,7262,0.81424,0,0.222,0.333,0,NA,NA,NA,NA
349,252,1581,1934,0.68718,0,0.222,0.333,0,NA,NA,NA,NA
350,8582,24691,37414,0.43056,0,0.222,0.333,0,NA,NA,NA,NA
351,325,2659,3125,0.74688,0,0.222,0.333,0,NA,NA,NA,NA
352,1166,8551,10164,0.72658,0,0.222,0.333,0,NA,NA,NA,NA
353,693,6070,7133,0.75382,0,0.222,0.333,0,NA,NA,NA,NA
354,834,5056,6238,0.67682,0,0.222,0.333,0,NA,NA,NA,NA
355,2241,8110,10676,0.54974,0,0.222,0.333,0,NA,NA,NA,NA
356,1229,9877,11846,0.73004,0,0.222,0.333,0,NA,NA,NA,NA
357,647,5232,6098,0.75189,0,0.222,0.333,0,NA,NA,NA,NA
358,2849,4342,7378,0.20236,0,0.222,0.333,0,NA,NA,NA,NA
359,153,1280,1550,0.7271,0,0.222,0.333,0,NA,NA,NA,NA
360,609,5512,6450,0.76016,0,0.222,0.333,0,NA,NA,NA,NA
361,328,2385,2799,0.73491,0,0.222,0.333,0,NA,NA,NA,NA
362,942,5991,7287,0.69288,0,0.222,0.333,0,NA,NA,NA,NA
363,257,1704,2136,0.67743,0,0.222,0.333,0,NA,NA,NA,NA
364,347,5807,6336,0.86174,0,0.222,0.333,0,NA,NA,NA,NA
365,295,2991,3453,0.78077,0,0.222,0.333,0,NA,NA,NA,NA
366,13161,51654,70046,0.54954,0,0.222,0.333,0,NA,NA,NA,NA
367,1468,9827,12012,0.69589,0,0.222,0.333,0,NA,NA,NA,NA
368,1972,2922,5532,0.17173,0,0.222,0.333,0,NA,NA,NA,NA
369,1040,5970,7321,0.67341,0,0.222,0.333,0,NA,NA,NA,NA
370,1933,3387,5529,0.26298,0,0.222,0.333,0,NA,NA,NA,NA
371,3501,9727,14206,0.43827,0,0.222,0.333,0,NA,NA,NA,NA
372,345,3064,3522,0.772,0,0.222,0.333,0,NA,NA,NA,NA
373,448,2370,3003,0.64003,0,0.222,0.333,0,NA,NA,NA,NA
374,1143,7959,9527,0.71544,0,0.222,0.333,0,NA,NA,NA,NA
375,175,1368,1611,0.74053,0,0.222,0.333,0,NA,NA,NA,NA
376,1311,3671,5118,0.46112,0,0.222,0.333,0,NA,NA,NA,NA
377,4258,8124,12865,0.30051,0,0.222,0.333,0,NA,NA,NA,NA
378,166,3850,4114,0.89548,0,0.222,0.333,0,NA,NA,NA,NA
379,1636,2414,4227,0.18405,0,0.222,0.333,0,NA,NA,NA,NA
380,342,2465,3017,0.70368,0,0.222,0.333,0,NA,NA,NA,NA
381,5013,20433,27023,0.57063,0,0.222,0.333,0,NA,NA,NA,NA
382,492,2987,3658,0.68207,0,0.222,0.333,0,NA,NA,NA,NA
383,483,4053,4754,0.75095,0,0.222,0.333,0,NA,NA,NA,NA
384,1693,9029,11396,0.64373,0,0.222,0.333,0,NA,NA,NA,NA
385,562,2857,3587,0.63981,0,0.222,0.333,0,NA,NA,NA,NA
386,5323,24642,32601,0.59259,0,0.222,0.333,0,NA,NA,NA,NA
387,627,5280,6187,0.75206,0,0.222,0.333,0,NA,NA,NA,NA
388,1462,5645,7478,0.55937,0,0.222,0.333,0,NA,NA,NA,NA
389,29397,98075,139099,0.49373,0,0.222,0.333,0,NA,NA,NA,NA
390,360,1976,2449,0.65986,0,0.222,0.333,0,NA,NA,NA,NA
391,291,2305,2750,0.73236,0,0.222,0.333,0,NA,NA,NA,NA
392,727,3616,4583,0.63037,0,0.222,0.333,0,NA,NA,NA,NA
393,3924,17570,23247,0.587,0,0.222,0.333,0,NA,NA,NA,NA
394,364,1546,2083,0.56745,0,0.222,0.333,0,NA,NA,NA,NA
395,414,4713,5338,0.80536,0,0.222,0.333,0,NA,NA,NA,NA
396,383,3590,4203,0.76303,0,0.222,0.333,0,NA,NA,NA,NA
397,6628,16322,25652,0.3779,0,0.222,0.333,0,NA,NA,NA,NA
398,1672,4581,6621,0.43936,0,0.222,0.333,0,NA,NA,NA,NA
399,1410,4280,6139,0.4675,0,0.222,0.333,0,NA,NA,NA,NA
400,1234,2599,4386,0.31122,0,0.222,0.333,0,NA,NA,NA,NA
401,1147,7131,8813,0.679,0,0.222,0.333,0,NA,NA,NA,NA
402,1126,148,1299,-0.75289,NA,NA,NA,NA,0,0,0,0.1
403,1266,708,2076,-0.26879,NA,NA,NA,NA,0,0,0,0.1
404,21476,19443,43518,-0.04672,NA,NA,NA,NA,NA,NA,NA,NA
405,4269,1947,6404,-0.36259,NA,NA,NA,NA,0,0,0,0.1
406,22056,11725,35664,-0.28968,NA,NA,NA,NA,0,0,0,0.1
407,1230,2019,3365,0.23447,0,0.222,0.333,0,NA,NA,NA,NA
408,3866,320,4296,-0.82542,NA,NA,NA,NA,0,0,0,0.1
409,2221,1078,3466,-0.32977,NA,NA,NA,NA,0,0,0,0.1
410,1571,931,2573,-0.24874,NA,NA,NA,NA,0,0,0,0.1
411,1178,1484,2790,0.10968,0,0.222,0.333,0,NA,NA,NA,NA
412,1630,1110,2789,-0.18645,NA,NA,NA,NA,0,0,0,0.1
413,1554,532,2130,-0.47981,NA,NA,NA,NA,0,0,0,0.1
414,784,1097,1964,0.15937,0,0.222,0.333,0,NA,NA,NA,NA
415,1760,500,2305,-0.54664,NA,NA,NA,NA,0,0,0,0.1
416,877,980,1931,0.05334,NA,NA,NA,NA,NA,NA,NA,NA
417,2161,1627,4002,-0.13343,NA,NA,NA,NA,0,0,0,0.1
418,825,2118,3125,0.41376,0,0.222,0.333,0,NA,NA,NA,NA
419,2577,166,2763,-0.8726,NA,NA,NA,NA,0,0,0,0.1
420,4574,3135,8147,-0.17663,NA,NA,NA,NA,0,0,0,0.1
421,389,393,803,0.00498,NA,NA,NA,NA,NA,NA,NA,NA
422,1283,1673,3077,0.12675,0,0.222,0.333,0,NA,NA,NA,NA
423,1371,649,2060,-0.35049,NA,NA,NA,NA,0,0,0,0.1
424,1208,1951,3202,0.23204,0,0.222,0.333,0,NA,NA,NA,NA
425,2225,570,2900,-0.57069,NA,NA,NA,NA,0,0,0,0.1
426,746,1277,2128,0.24953,0,0.222,0.333,0,NA,NA,NA,NA
427,1281,436,1759,-0.48039,NA,NA,NA,NA,0,0,0,0.1
428,653,779,1495,0.08428,NA,NA,NA,NA,NA,NA,NA,NA
429,1642,1397,3158,-0.07758,NA,NA,NA,NA,NA,NA,NA,NA
430,600,527,1213,-0.06018,NA,NA,NA,NA,NA,NA,NA,NA
431,771,180,980,-0.60306,NA,NA,NA,NA,0,0,0,0.1
432,2329,3078,5719,0.13097,0,0.222,0.333,0,NA,NA,NA,NA
433,1325,1549,2988,0.07497,NA,NA,NA,NA,NA,NA,NA,NA
434,886,1244,2238,0.15996,0,0.222,0.333,0,NA,NA,NA,NA
435,22406,25074,49186,0.05424,NA,NA,NA,NA,NA,NA,NA,NA
436,69875,89531,164038,0.11983,0,0.222,0.333,0,NA,NA,NA,NA
437,4837,8863,13978,0.28802,0,0.222,0.333,0,NA,NA,NA,NA
438,4233,3542,8005,-0.08632,NA,NA,NA,NA,NA,NA,NA,NA
439,3602,3470,7184,-0.01837,NA,NA,NA,NA,NA,NA,NA,NA
440,20832,18214,40036,-0.06539,NA,NA,NA,NA,NA,NA,NA,NA
441,3205,3454,6737,0.03696,NA,NA,NA,NA,NA,NA,NA,NA
442,7106,14125,21666,0.32396,0,0.222,0.333,0,NA,NA,NA,NA
443,14832,8869,24196,-0.24645,NA,NA,NA,NA,0,0,0,0.1
444,3721,4073,7929,0.04439,NA,NA,NA,NA,NA,NA,NA,NA
445,3445,2179,5830,-0.21715,NA,NA,NA,NA,0,0,0,0.1
446,21788,21661,44214,-0.00287,NA,NA,NA,NA,NA,NA,NA,NA
447,2877,4328,7349,0.19744,0,0.222,0.333,0,NA,NA,NA,NA
448,3355,4254,7726,0.11636,0,0.222,0.333,0,NA,NA,NA,NA
449,3745,4247,8150,0.0616,NA,NA,NA,NA,NA,NA,NA,NA
450,12688,12043,25457,-0.02534,NA,NA,NA,NA,NA,NA,NA,NA
451,5400,6845,12497,0.11563,0,0.222,0.333,0,NA,NA,NA,NA
452,3945,4483,8547,0.06295,NA,NA,NA,NA,NA,NA,NA,NA
453,2447,4488,7072,0.2886,0,0.222,0.333,0,NA,NA,NA,NA
454,20420,19457,40705,-0.02366,NA,NA,NA,NA,NA,NA,NA,NA
455,7393,7397,15075,0.00027,NA,NA,NA,NA,NA,NA,NA,NA
456,5079,6402,11704,0.11304,0,0.222,0.333,0,NA,NA,NA,NA
457,7561,3958,11745,-0.30677,NA,NA,NA,NA,0,0,0,0.1
458,3713,5185,9079,0.16213,0,0.222,0.333,0,NA,NA,NA,NA
459,2500,1042,3627,-0.40199,NA,NA,NA,NA,0,0,0,0.1
460,9266,8983,18532,-0.01527,NA,NA,NA,NA,NA,NA,NA,NA
461,5295,7033,12563,0.13834,0,0.222,0.333,0,NA,NA,NA,NA
462,4567,7125,11978,0.21356,0,0.222,0.333,0,NA,NA,NA,NA
463,19913,8606,29328,-0.38554,NA,NA,NA,NA,0,0,0,0.1
464,9291,3380,13110,-0.45088,NA,NA,NA,NA,0,0,0,0.1
465,12665,13446,26828,0.02911,NA,NA,NA,NA,NA,NA,NA,NA
466,242474,192265,448947,-0.11184,NA,NA,NA,NA,0,0,0,0.1
467,14573,8515,23687,-0.25575,NA,NA,NA,NA,0,0,0,0.1
468,2275,5769,8198,0.4262,0,0.222,0.333,0,NA,NA,NA,NA
469,1354,3789,5234,0.46523,0,0.222,0.333,0,NA,NA,NA,NA
470,9787,5695,15937,-0.25676,NA,NA,NA,NA,0,0,0,0.1
471,3018,5074,8253,0.24912,0,0.222,0.333,0,NA,NA,NA,NA
472,3450,5668,9361,0.23694,0,0.222,0.333,0,NA,NA,NA,NA
473,20302,11660,32749,-0.26389,NA,NA,NA,NA,0,0,0,0.1
474,1417,3941,5492,0.45958,0,0.222,0.333,0,NA,NA,NA,NA
475,6083,3116,9444,-0.31417,NA,NA,NA,NA,0,0,0,0.1
476,1047,1337,2430,0.11934,0,0.222,0.333,0,NA,NA,NA,NA
477,4689,2230,7110,-0.34585,NA,NA,NA,NA,0,0,0,0.1
478,3146,4474,7779,0.17072,0,0.222,0.333,0,NA,NA,NA,NA
479,8920,6838,16203,-0.12849,NA,NA,NA,NA,0,0,0,0.1
480,3287,5643,9150,0.25749,0,0.222,0.333,0,NA,NA,NA,NA
481,6775,4725,11824,-0.17338,NA,NA,NA,NA,0,0,0,0.1
482,18560,14580,34111,-0.11668,NA,NA,NA,NA,0,0,0,0.1
483,1448,3888,5400,0.45185,0,0.222,0.333,0,NA,NA,NA,NA
484,7709,4387,12437,-0.26711,NA,NA,NA,NA,0,0,0,0.1
485,74273,42620,119908,-0.26398,NA,NA,NA,NA,0,0,0,0.1
486,1373,3108,4571,0.37957,0,0.222,0.333,0,NA,NA,NA,NA
487,3029,2188,5334,-0.15767,NA,NA,NA,NA,0,0,0,0.1
488,1986,2119,4237,0.03139,NA,NA,NA,NA,NA,NA,NA,NA
489,177075,130583,316945,-0.14669,NA,NA,NA,NA,0,0,0,0.1
490,1195,7101,8381,0.70469,0,0.222,0.333,0,NA,NA,NA,NA
491,776,1794,2622,0.38825,0,0.222,0.333,0,NA,NA,NA,NA
492,1014,1469,2529,0.17991,0,0.222,0.333,0,NA,NA,NA,NA
493,12111,10665,23481,-0.06158,NA,NA,NA,NA,NA,NA,NA,NA
494,575,2769,3397,0.64586,0,0.222,0.333,0,NA,NA,NA,NA
495,1070,3668,4820,0.539,0,0.222,0.333,0,NA,NA,NA,NA
496,2305,5098,7605,0.36726,0,0.222,0.333,0,NA,NA,NA,NA
497,1698,1518,3323,-0.05417,NA,NA,NA,NA,NA,NA,NA,NA
498,1929,2427,4425,0.11254,0,0.222,0.333,0,NA,NA,NA,NA
499,3487,3446,7042,-0.00582,NA,NA,NA,NA,NA,NA,NA,NA
500,1638,2817,4594,0.25664,0,0.222,0.333,0,NA,NA,NA,NA
501,6074,19296,25914,0.51023,0,0.222,0.333,0,NA,NA,NA,NA
502,1095,2251,3410,0.339,0,0.222,0.333,0,NA,NA,NA,NA
503,853,1792,2674,0.35116,0,0.222,0.333,0,NA,NA,NA,NA
504,2829,5731,8709,0.33322,0,0.222,0.333,0,NA,NA,NA,NA
505,963,3092,4097,0.51965,0,0.222,0.333,0,NA,NA,NA,NA
506,8291,7065,15664,-0.07827,NA,NA,NA,NA,NA,NA,NA,NA
507,854,1917,2829,0.37575,0,0.222,0.333,0,NA,NA,NA,NA
508,6379,8471,15090,0.13863,0,0.222,0.333,0,NA,NA,NA,NA
509,1462,4619,6241,0.50585,0,0.222,0.333,0,NA,NA,NA,NA
510,718,790,1557,0.04624,NA,NA,NA,NA,NA,NA,NA,NA
511,1855,5520,7466,0.49089,0,0.222,0.333,0,NA,NA,NA,NA
512,981,1215,2226,0.10512,0,0.222,0.333,0,NA,NA,NA,NA
513,997,2142,3207,0.35703,0,0.222,0.333,0,NA,NA,NA,NA
514,1768,1374,3192,-0.12343,NA,NA,NA,NA,0,0,0,0.1
515,2152,4802,7083,0.37414,0,0.222,0.333,0,NA,NA,NA,NA
516,3436,6770,10389,0.32092,0,0.222,0.333,0,NA,NA,NA,NA
517,727,1955,2739,0.44834,0,0.222,0.333,0,NA,NA,NA,NA
518,4361,10097,14795,0.3877,0,0.222,0.333,0,NA,NA,NA,NA
519,1869,3070,5017,0.23939,0,0.222,0.333,0,NA,NA,NA,NA
520,3326,5036,8647,0.19776,0,0.222,0.333,0,NA,NA,NA,NA
521,2427,2223,4737,-0.04307,NA,NA,NA,NA,NA,NA,NA,NA
522,3184,2741,6070,-0.07298,NA,NA,NA,NA,NA,NA,NA,NA
523,1825,9174,11502,0.63893,0,0.222,0.333,0,NA,NA,NA,NA
524,1560,3910,5659,0.41527,0,0.222,0.333,0,NA,NA,NA,NA
525,2741,1121,3926,-0.41263,NA,NA,NA,NA,0,0,0,0.1
526,1545,3103,4737,0.3289,0,0.222,0.333,0,NA,NA,NA,NA
527,1010,4002,5098,0.5869,0,0.222,0.333,0,NA,NA,NA,NA
528,15272,11559,27664,-0.13422,NA,NA,NA,NA,0,0,0,0.1
529,3800,3185,7133,-0.08622,NA,NA,NA,NA,NA,NA,NA,NA
530,2057,4998,7240,0.40622,0,0.222,0.333,0,NA,NA,NA,NA
531,3162,1190,4441,-0.44404,NA,NA,NA,NA,0,0,0,0.1
532,3003,4422,7560,0.1877,0,0.222,0.333,0,NA,NA,NA,NA
533,5950,7296,13553,0.09931,NA,NA,NA,NA,NA,NA,NA,NA
534,3942,6815,10959,0.26216,0,0.222,0.333,0,NA,NA,NA,NA
535,5386,5414,11022,0.00254,NA,NA,NA,NA,NA,NA,NA,NA
536,6082,6458,12982,0.02896,NA,NA,NA,NA,NA,NA,NA,NA
537,5852,4795,10868,-0.09726,NA,NA,NA,NA,NA,NA,NA,NA
538,7883,3990,12128,-0.32099,NA,NA,NA,NA,0,0,0,0.1
539,1549,3504,5208,0.37538,0,0.222,0.333,0,NA,NA,NA,NA
540,423,1254,1802,0.46115,0,0.222,0.333,0,NA,NA,NA,NA
541,1989,3908,6050,0.31719,0,0.222,0.333,0,NA,NA,NA,NA
542,9399,5104,15093,-0.28457,NA,NA,NA,NA,0,0,0,0.1
543,1776,2384,4253,0.14296,0,0.222,0.333,0,NA,NA,NA,NA
544,2920,4323,7570,0.18534,0,0.222,0.333,0,NA,NA,NA,NA
545,1907,4985,7122,0.43218,0,0.222,0.333,0,NA,NA,NA,NA
546,2040,6073,8412,0.47943,0,0.222,0.333,0,NA,NA,NA,NA
547,3997,5599,9994,0.1603,0,0.222,0.333,0,NA,NA,NA,NA
548,2733,4663,7620,0.25328,0,0.222,0.333,0,NA,NA,NA,NA
549,2204,2656,4941,0.09148,NA,NA,NA,NA,NA,NA,NA,NA
550,70305,75641,151675,0.03518,NA,NA,NA,NA,NA,NA,NA,NA
551,9183,11874,21677,0.12414,0,0.222,0.333,0,NA,NA,NA,NA
552,4660,2750,7636,-0.25013,NA,NA,NA,NA,0,0,0,0.1
553,3032,6443,9705,0.35147,0,0.222,0.333,0,NA,NA,NA,NA
554,4129,3156,7480,-0.13008,NA,NA,NA,NA,0,0,0,0.1
555,3263,5839,9550,0.26974,0,0.222,0.333,0,NA,NA,NA,NA
556,10649,27469,39873,0.42184,0,0.222,0.333,0,NA,NA,NA,NA
557,6765,3524,10530,-0.30779,NA,NA,NA,NA,0,0,0,0.1
558,1922,2467,4495,0.12125,0,0.222,0.333,0,NA,NA,NA,NA
559,1732,1984,3812,0.06611,NA,NA,NA,NA,NA,NA,NA,NA
560,8865,5045,14285,-0.26741,NA,NA,NA,NA,0,0,0,0.1
561,4232,2139,6513,-0.32136,NA,NA,NA,NA,0,0,0,0.1
562,1068,959,2066,-0.05276,NA,NA,NA,NA,NA,NA,NA,NA
563,2959,1951,5022,-0.20072,NA,NA,NA,NA,0,0,0,0.1
564,4399,5185,9851,0.07979,NA,NA,NA,NA,NA,NA,NA,NA
565,26943,23368,52118,-0.06859,NA,NA,NA,NA,NA,NA,NA,NA
566,5206,2800,8205,-0.29324,NA,NA,NA,NA,0,0,0,0.1
567,4140,3829,8146,-0.03818,NA,NA,NA,NA,NA,NA,NA,NA
568,5857,11368,17631,0.31257,0,0.222,0.333,0,NA,NA,NA,NA
569,6336,13228,20283,0.33979,0,0.222,0.333,0,NA,NA,NA,NA
570,17985,22360,41511,0.10539,0,0.222,0.333,0,NA,NA,NA,NA
571,5138,6276,11785,0.09656,NA,NA,NA,NA,NA,NA,NA,NA
572,945,2591,3578,0.46003,0,0.222,0.333,0,NA,NA,NA,NA
573,3428,1705,5228,-0.32957,NA,NA,NA,NA,0,0,0,0.1
574,3717,6561,10546,0.26968,0,0.222,0.333,0,NA,NA,NA,NA
575,944,2382,3364,0.42747,0,0.222,0.333,0,NA,NA,NA,NA
576,2263,3513,5863,0.2132,0,0.222,0.333,0,NA,NA,NA,NA
577,1655,2782,4496,0.25067,0,0.222,0.333,0,NA,NA,NA,NA
578,2852,3304,6278,0.072,NA,NA,NA,NA,NA,NA,NA,NA
579,3779,2191,6134,-0.25888,NA,NA,NA,NA,0,0,0,0.1
580,2622,5984,8759,0.38383,0,0.222,0.333,0,NA,NA,NA,NA
581,1900,5327,7344,0.46664,0,0.222,0.333,0,NA,NA,NA,NA
582,1353,3048,4465,0.37962,0,0.222,0.333,0,NA,NA,NA,NA
583,7535,5174,13009,-0.18149,NA,NA,NA,NA,0,0,0,0.1
584,8174,9385,17887,0.0677,NA,NA,NA,NA,NA,NA,NA,NA
585,3068,4831,8066,0.21857,0,0.222,0.333,0,NA,NA,NA,NA
586,1556,1634,3241,0.02407,NA,NA,NA,NA,NA,NA,NA,NA
587,1169,4068,5338,0.54309,0,0.222,0.333,0,NA,NA,NA,NA
588,1475,2310,3862,0.21621,0,0.222,0.333,0,NA,NA,NA,NA
589,3382,4482,7982,0.13781,0,0.222,0.333,0,NA,NA,NA,NA
590,1985,2385,4421,0.09048,NA,NA,NA,NA,NA,NA,NA,NA
591,1859,6136,8138,0.52556,0,0.222,0.333,0,NA,NA,NA,NA
592,1987,1854,3898,-0.03412,NA,NA,NA,NA,NA,NA,NA,NA
593,2853,3180,6196,0.05278,NA,NA,NA,NA,NA,NA,NA,NA
594,1863,2494,4478,0.14091,0,0.222,0.333,0,NA,NA,NA,NA
595,793,2833,3669,0.55601,0,0.222,0.333,0,NA,NA,NA,NA
596,11430,6670,18574,-0.25627,NA,NA,NA,NA,0,0,0,0.1
597,5423,5447,11147,0.00215,NA,NA,NA,NA,NA,NA,NA,NA
598,17422,17383,36036,-0.00108,NA,NA,NA,NA,NA,NA,NA,NA
599,8109,14076,22843,0.26122,0,0.222,0.333,0,NA,NA,NA,NA
600,89465,79716,175966,-0.0554,NA,NA,NA,NA,NA,NA,NA,NA
601,6839,12652,19913,0.29192,0,0.222,0.333,0,NA,NA,NA,NA
602,59595,45591,108140,-0.1295,NA,NA,NA,NA,0,0,0,0.1
603,2342,2229,4679,-0.02415,NA,NA,NA,NA,NA,NA,NA,NA
604,3216,1611,4894,-0.32795,NA,NA,NA,NA,0,0,0,0.1
605,1841,2203,4115,0.08797,NA,NA,NA,NA,NA,NA,NA,NA
606,14582,11710,26883,-0.10683,NA,NA,NA,NA,0,0,0,0.1
607,2830,3210,6179,0.0615,NA,NA,NA,NA,NA,NA,NA,NA
608,927,1485,2436,0.22906,0,0.222,0.333,0,NA,NA,NA,NA
609,2967,1817,4836,-0.2378,NA,NA,NA,NA,0,0,0,0.1
610,2443,6164,8850,0.42045,0,0.222,0.333,0,NA,NA,NA,NA
611,1094,5026,6203,0.63389,0,0.222,0.333,0,NA,NA,NA,NA
612,3303,1789,5190,-0.29171,NA,NA,NA,NA,0,0,0,0.1
613,7225,3591,10956,-0.33169,NA,NA,NA,NA,0,0,0,0.1
614,2972,11041,14231,0.567,0,0.222,0.333,0,NA,NA,NA,NA
615,6195,5060,11403,-0.09954,NA,NA,NA,NA,NA,NA,NA,NA
616,3027,2661,5773,-0.0634,NA,NA,NA,NA,NA,NA,NA,NA
617,9561,8556,18560,-0.05415,NA,NA,NA,NA,NA,NA,NA,NA
618,4040,5260,9407,0.12969,0,0.222,0.333,0,NA,NA,NA,NA
619,4027,2758,6882,-0.18439,NA,NA,NA,NA,0,0,0,0.1
620,8850,10771,20089,0.09562,NA,NA,NA,NA,NA,NA,NA,NA
621,9432,7798,17546,-0.09313,NA,NA,NA,NA,NA,NA,NA,NA
622,4288,4289,8752,0.00011,NA,NA,NA,NA,NA,NA,NA,NA
623,6304,6947,13625,0.04719,NA,NA,NA,NA,NA,NA,NA,NA
624,2658,7200,9986,0.45484,0,0.222,0.333,0,NA,NA,NA,NA
625,7242,4116,11595,-0.2696,NA,NA,NA,NA,0,0,0,0.1
626,4795,5266,10267,0.04588,NA,NA,NA,NA,NA,NA,NA,NA
627,4297,3345,7786,-0.12227,NA,NA,NA,NA,0,0,0,0.1
628,4891,8358,13869,0.24998,0,0.222,0.333,0,NA,NA,NA,NA
629,391,945,1385,0.4,0,0.222,0.333,0,NA,NA,NA,NA
630,5523,28888,36106,0.64712,0,0.222,0.333,0,NA,NA,NA,NA
631,166,1554,1769,0.78462,0,0.222,0.333,0,NA,NA,NA,NA
632,126,1324,1506,0.79548,0,0.222,0.333,0,NA,NA,NA,NA
633,6755,5227,12738,-0.11996,NA,NA,NA,NA,0,0,0,0.1
634,3579,1872,5799,-0.29436,NA,NA,NA,NA,0,0,0,0.1
635,6822,9218,17145,0.13975,0,0.222,0.333,0,NA,NA,NA,NA
636,5957,11508,18427,0.30124,0,0.222,0.333,0,NA,NA,NA,NA
637,47404,28703,81531,-0.22937,NA,NA,NA,NA,0,0,0,0.1
638,184,718,927,0.57605,0,0.222,0.333,0,NA,NA,NA,NA
639,1212,6296,7717,0.65881,0,0.222,0.333,0,NA,NA,NA,NA
640,1101,1530,2784,0.15409,0,0.222,0.333,0,NA,NA,NA,NA
641,1670,2007,3895,0.08652,NA,NA,NA,NA,NA,NA,NA,NA
642,365,394,807,0.03594,NA,NA,NA,NA,NA,NA,NA,NA
643,435,479,980,0.0449,NA,NA,NA,NA,NA,NA,NA,NA
644,501,1984,2592,0.57215,0,0.222,0.333,0,NA,NA,NA,NA
645,782,1319,2184,0.24588,0,0.222,0.333,0,NA,NA,NA,NA
646,188,1037,1264,0.67168,0,0.222,0.333,0,NA,NA,NA,NA
647,568,2081,2701,0.56016,0,0.222,0.333,0,NA,NA,NA,NA
648,196,309,540,0.20926,0,0.222,0.333,0,NA,NA,NA,NA
649,513,1136,1723,0.36158,0,0.222,0.333,0,NA,NA,NA,NA
650,232,980,1262,0.59271,0,0.222,0.333,0,NA,NA,NA,NA
651,993,1113,2224,0.05396,NA,NA,NA,NA,NA,NA,NA,NA
652,320,1227,1611,0.563,0,0.222,0.333,0,NA,NA,NA,NA
653,9321,13505,24206,0.17285,0,0.222,0.333,0,NA,NA,NA,NA
654,448,2678,3218,0.69298,0,0.222,0.333,0,NA,NA,NA,NA
655,398,2368,2838,0.69415,0,0.222,0.333,0,NA,NA,NA,NA
656,758,770,1606,0.00747,NA,NA,NA,NA,NA,NA,NA,NA
657,442,1754,2288,0.57343,0,0.222,0.333,0,NA,NA,NA,NA
658,2604,2124,5024,-0.09554,NA,NA,NA,NA,NA,NA,NA,NA
659,239,1410,1718,0.68161,0,0.222,0.333,0,NA,NA,NA,NA
660,674,618,1374,-0.04076,NA,NA,NA,NA,NA,NA,NA,NA
661,298,1391,1738,0.62888,0,0.222,0.333,0,NA,NA,NA,NA
662,417,1042,1505,0.41528,0,0.222,0.333,0,NA,NA,NA,NA
663,116,724,865,0.70289,0,0.222,0.333,0,NA,NA,NA,NA
664,143,1230,1423,0.76388,0,0.222,0.333,0,NA,NA,NA,NA
665,864,2297,3293,0.43517,0,0.222,0.333,0,NA,NA,NA,NA
666,158,444,616,0.46429,0,0.222,0.333,0,NA,NA,NA,NA
667,5327,13546,20527,0.4004,0,0.222,0.333,0,NA,NA,NA,NA
668,401,2325,2817,0.683,0,0.222,0.333,0,NA,NA,NA,NA
669,715,2324,3145,0.51161,0,0.222,0.333,0,NA,NA,NA,NA
670,1241,1775,3210,0.16636,0,0.222,0.333,0,NA,NA,NA,NA
671,30407,25822,59905,-0.07654,NA,NA,NA,NA,NA,NA,NA,NA
672,411,985,1448,0.39641,0,0.222,0.333,0,NA,NA,NA,NA
673,834,2490,3424,0.48364,0,0.222,0.333,0,NA,NA,NA,NA
674,2786,2971,6067,0.03049,NA,NA,NA,NA,NA,NA,NA,NA
675,339,1151,1540,0.52727,0,0.222,0.333,0,NA,NA,NA,NA
676,711,1523,2281,0.35598,0,0.222,0.333,0,NA,NA,NA,NA
677,138,1392,1563,0.8023,0,0.222,0.333,0,NA,NA,NA,NA
678,1131,804,2021,-0.1618,NA,NA,NA,NA,0,0,0,0.1
679,342,657,1032,0.30523,0,0.222,0.333,0,NA,NA,NA,NA
680,1454,651,2223,-0.36122,NA,NA,NA,NA,0,0,0,0.1
681,98,893,1019,0.78018,0,0.222,0.333,0,NA,NA,NA,NA
682,30581,23538,57765,-0.12193,NA,NA,NA,NA,0,0,0,0.1
683,230,1770,2066,0.7454,0,0.222,0.333,0,NA,NA,NA,NA
684,131,1195,1351,0.78756,0,0.222,0.333,0,NA,NA,NA,NA
685,1454,1406,3034,-0.01582,NA,NA,NA,NA,NA,NA,NA,NA
686,598,1263,1930,0.34456,0,0.222,0.333,0,NA,NA,NA,NA
687,547,1212,1840,0.36141,0,0.222,0.333,0,NA,NA,NA,NA
688,546,1640,2276,0.48067,0,0.222,0.333,0,NA,NA,NA,NA
689,2693,3923,6984,0.17612,0,0.222,0.333,0,NA,NA,NA,NA
690,108,834,960,0.75625,0,0.222,0.333,0,NA,NA,NA,NA
691,1818,2835,4928,0.20637,0,0.222,0.333,0,NA,NA,NA,NA
692,324,1786,2170,0.67373,0,0.222,0.333,0,NA,NA,NA,NA
693,427,808,1282,0.29719,0,0.222,0.333,0,NA,NA,NA,NA
694,1076,1925,3117,0.27238,0,0.222,0.333,0,NA,NA,NA,NA
695,223,1511,1778,0.72441,0,0.222,0.333,0,NA,NA,NA,NA
696,2925,4204,7618,0.16789,0,0.222,0.333,0,NA,NA,NA,NA
697,393,1501,1957,0.56617,0,0.222,0.333,0,NA,NA,NA,NA
698,480,2293,2846,0.63703,0,0.222,0.333,0,NA,NA,NA,NA
