"MPIO_CDPMP","VAM18_2t3","FID_2t3","PBID18_2t3","eCDF_2t3d","eCDF_2t3m","el_c2d","em_c2d","cs_c2d","cw_c2d","el_c3d","em_c3d","cs_c3d","cw_c3d","el_c2m","em_c2m","cs_c2m","cw_c2m","el_c3m","em_c3m","cs_c3m","cw_c3m"
"05315",63.0248363406485,394,141680.080332056,0.999044890162369,0.22192513368984,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.19418449197861,0.0246336898395722,0,0.22192513368984,0.0277406417112299,0.148024064171123,0.22192513368984,0
"05318",1342.23078015307,393,141680.080332056,0.999044890162369,0.924242424242424,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.808712121212121,0.102590909090909,0,0.924242424242424,0.115530303030303,0.616469696969697,0.924242424242424,0
"05321",338.433025233169,392,141680.080332056,0.999044890162369,0.767379679144385,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.671457219251337,0.0851791443850267,0,0.767379679144385,0.0959224598930481,0.511842245989305,0.767379679144385,0
"05347",56.2237708072245,391,141680.080332056,0.999044890162369,0.192513368983957,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.168449197860963,0.0213689839572192,0,0.192513368983957,0.0240641711229947,0.128406417112299,0.192513368983957,0
"05353",65.1984296210481,390,141680.080332056,0.999044890162369,0.238859180035651,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.209001782531194,0.0265133689839572,0,0.238859180035651,0.0298573975044563,0.159319073083779,0.238859180035651,0
"05360",7573.12502172918,389,141680.080332056,0.999044890162369,0.987522281639929,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.864081996434938,0.109614973262032,0,0.987522281639929,0.123440285204991,0.658677361853833,0.987522281639929,0
"05361",234.502837596598,400,141680.080332056,0.999044890162369,0.67825311942959,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.593471479500891,0.0752860962566845,0,0.67825311942959,0.0847816399286987,0.452394830659537,0.67825311942959,0
"05364",192.206744634448,388,141680.080332056,0.999044890162369,0.607843137254902,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.531862745098039,0.0674705882352941,0,0.607843137254902,0.0759803921568627,0.40543137254902,0.607843137254902,0
"05368",198.46648338322,387,141680.080332056,0.999044890162369,0.621212121212121,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.543560606060606,0.0689545454545454,0,0.621212121212121,0.0776515151515152,0.414348484848485,0.621212121212121,0
"05376",793.477975228718,386,141680.080332056,0.999044890162369,0.879679144385027,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.769719251336898,0.097644385026738,0,0.879679144385027,0.109959893048128,0.586745989304813,0.879679144385027,0
"05380",1853.50597043279,1121,141680.080332056,0.999044890162369,0.938502673796791,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.821189839572192,0.104173796791444,0,0.938502673796791,0.117312834224599,0.62598128342246,0.938502673796791,0
"05390",195.000292132671,385,141680.080332056,0.999044890162369,0.614973262032086,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.538101604278075,0.0682620320855615,0,0.614973262032086,0.0768716577540107,0.410187165775401,0.614973262032086,0
"05400",247.635172847975,384,141680.080332056,0.999044890162369,0.694295900178253,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.607508912655972,0.0770668449197861,0,0.694295900178253,0.0867869875222816,0.463095365418895,0.694295900178253,0
"05411",95.2906023937194,383,141680.080332056,0.999044890162369,0.374331550802139,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.327540106951872,0.0415508021390374,0,0.374331550802139,0.0467914438502674,0.249679144385027,0.374331550802139,0
"05425",98.4614414760936,382,141680.080332056,0.999044890162369,0.387700534759358,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.339237967914438,0.0430347593582888,0,0.387700534759358,0.0484625668449198,0.258596256684492,0.387700534759358,0
"05440",1059.46657623942,381,141680.080332056,0.999044890162369,0.912655971479501,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.798573975044563,0.101304812834225,0,0.912655971479501,0.114081996434938,0.608741532976827,0.912655971479501,0
"05467",98.7261456510199,380,141680.080332056,0.999044890162369,0.388591800356506,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.340017825311943,0.0431336898395722,0,0.388591800356506,0.0485739750445633,0.25919073083779,0.388591800356506,0
"05475",38.7814136339426,402,141680.080332056,0.999044890162369,0.106060606060606,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.0928030303030303,0.0117727272727273,0,0.106060606060606,0.0132575757575758,0.0707424242424242,0.106060606060606,0
"05480",216.28713537974,379,141680.080332056,0.999044890162369,0.649732620320856,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.568516042780749,0.072120320855615,0,0.649732620320856,0.081216577540107,0.433371657754011,0.649732620320856,0
"05483",99.8147928257587,378,141680.080332056,0.999044890162369,0.390374331550802,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.341577540106952,0.043331550802139,0,0.390374331550802,0.0487967914438503,0.260379679144385,0.390374331550802,0
"05490",477.802097002128,377,141680.080332056,0.999044890162369,0.81729055258467,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.715129233511586,0.0907192513368984,0,0.81729055258467,0.102161319073084,0.545132798573975,0.81729055258467,0
"05495",258.663985269375,376,141680.080332056,0.999044890162369,0.709447415329768,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.620766488413547,0.0787486631016043,0,0.709447415329768,0.088680926916221,0.473201426024955,0.709447415329768,0
"05501",35.3187693697255,375,141680.080332056,0.999044890162369,0.089126559714795,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.0779857397504456,0.00989304812834225,0,0.089126559714795,0.0111408199643494,0.0594474153297683,0.089126559714795,0
"05541",524.41697795103,374,141680.080332056,0.999044890162369,0.832442067736185,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.728386809269162,0.0924010695187166,0,0.832442067736185,0.104055258467023,0.555238859180036,0.832442067736185,0
"05197",150.93701513786,339,141680.080332056,0.999044890162369,0.537433155080214,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.470254010695187,0.0596550802139037,0,0.537433155080214,0.0671791443850267,0.358467914438503,0.537433155080214,0
"05206",55.4154586356485,338,141680.080332056,0.999044890162369,0.18716577540107,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.163770053475936,0.0207754010695187,0,0.18716577540107,0.0233957219251337,0.124839572192513,0.18716577540107,0
"05209",287.84460286039,337,141680.080332056,0.999044890162369,0.737967914438503,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.64572192513369,0.0819144385026738,0,0.737967914438503,0.0922459893048128,0.492224598930481,0.737967914438503,0
"05212",1235.10103603093,336,141680.080332056,0.999044890162369,0.920677361853832,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.805592691622103,0.102195187165775,0,0.920677361853832,0.115084670231729,0.614091800356506,0.920677361853832,0
"05234",248.802349325201,398,141680.080332056,0.999044890162369,0.695187165775401,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.608288770053476,0.0771657754010695,0,0.695187165775401,0.0868983957219251,0.463689839572193,0.695187165775401,0
"05890",224.931818856464,308,141680.080332056,0.999044890162369,0.665775401069519,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.582553475935829,0.0739010695187166,0,0.665775401069519,0.0832219251336898,0.444072192513369,0.665775401069519,0
"05893",962.284141279334,307,141680.080332056,0.999044890162369,0.901960784313726,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.78921568627451,0.100117647058824,0,0.901960784313726,0.112745098039216,0.601607843137255,0.901960784313726,0
"05895",388.545740208903,306,141680.080332056,0.999044890162369,0.788770053475936,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.690173796791444,0.0875534759358289,0,0.788770053475936,0.098596256684492,0.526109625668449,0.788770053475936,0
"05021",52.3343388966653,303,141680.080332056,0.999044890162369,0.176470588235294,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.154411764705882,0.0195882352941176,0,0.176470588235294,0.0220588235294118,0.117705882352941,0.176470588235294,0
"05030",492.098703724694,302,141680.080332056,0.999044890162369,0.822638146167558,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.719808377896613,0.0913128342245989,0,0.822638146167558,0.102829768270945,0.548699643493761,0.822638146167558,0
"05031",742.754064566922,301,141680.080332056,0.999044890162369,0.872549019607843,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.763480392156863,0.0968529411764706,0,0.872549019607843,0.10906862745098,0.581990196078431,0.872549019607843,0
"05034",680.244917824149,300,141680.080332056,0.999044890162369,0.864527629233512,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.756461675579323,0.0959625668449198,0,0.864527629233512,0.108065953654189,0.576639928698752,0.864527629233512,0
"05036",82.1868969421382,299,141680.080332056,0.999044890162369,0.327985739750446,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.28698752228164,0.0364064171122995,0,0.327985739750446,0.0409982174688057,0.218766488413547,0.327985739750446,0
"05038",133.490575961038,298,141680.080332056,0.999044890162369,0.490196078431373,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.428921568627451,0.0544117647058824,0,0.490196078431373,0.0612745098039216,0.326960784313725,0.490196078431373,0
"05040",159.435439778839,297,141680.080332056,0.999044890162369,0.553475935828877,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.484291443850267,0.0614358288770053,0,0.553475935828877,0.0691844919786096,0.369168449197861,0.553475935828877,0
"05042",318.931851915784,296,141680.080332056,0.999044890162369,0.754901960784314,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.660539215686274,0.0837941176470588,0,0.754901960784314,0.0943627450980392,0.503519607843137,0.754901960784314,0
"05044",109.744671756711,295,141680.080332056,0.999044890162369,0.418894830659537,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.366532976827094,0.0464973262032086,0,0.418894830659537,0.0523618538324421,0.279402852049911,0.418894830659537,0
"05045",2344.82412249901,404,141680.080332056,0.999044890162369,0.953654188948307,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.834447415329768,0.105855614973262,0,0.953654188948307,0.119206773618538,0.636087344028521,0.953654188948307,0
"05051",286.070082994568,294,141680.080332056,0.999044890162369,0.737076648841355,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.644942067736185,0.0818155080213904,0,0.737076648841355,0.0921345811051693,0.491630124777184,0.737076648841355,0
"05055",74.0545942074662,293,141680.080332056,0.999044890162369,0.294117647058824,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.257352941176471,0.0326470588235294,0,0.294117647058824,0.0367647058823529,0.196176470588235,0.294117647058824,0
"05059",51.5063382899257,292,141680.080332056,0.999044890162369,0.170231729055258,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.148952762923351,0.0188957219251337,0,0.170231729055258,0.0212789661319073,0.113544563279857,0.170231729055258,0
"05079",957.655653468859,291,141680.080332056,0.999044890162369,0.90017825311943,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.787655971479501,0.0999197860962567,0,0.90017825311943,0.112522281639929,0.60041889483066,0.90017825311943,0
"05086",69.5397895058167,290,141680.080332056,0.999044890162369,0.264705882352941,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.231617647058824,0.0293823529411765,0,0.264705882352941,0.0330882352941176,0.176558823529412,0.264705882352941,0
"05088",5667.45884321268,289,141680.080332056,0.999044890162369,0.982174688057041,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.859402852049911,0.109021390374332,0,0.982174688057041,0.12277183600713,0.655110516934046,0.982174688057041,0
"05091",148.361347746624,288,141680.080332056,0.999044890162369,0.53030303030303,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.464015151515151,0.0588636363636364,0,0.53030303030303,0.0662878787878788,0.353712121212121,0.53030303030303,0
"05093",224.162010433527,287,141680.080332056,0.999044890162369,0.663992869875223,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.58099376114082,0.0737032085561497,0,0.663992869875223,0.0829991087344028,0.442883244206774,0.663992869875223,0
"05101",335.793434427955,283,141680.080332056,0.999044890162369,0.766488413547237,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.670677361853832,0.0850802139037433,0,0.766488413547237,0.0958110516934046,0.511247771836007,0.766488413547237,0
"05107",80.106308395651,284,141680.080332056,0.999044890162369,0.316399286987522,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.276849376114082,0.035120320855615,0,0.316399286987522,0.0395499108734403,0.211038324420677,0.316399286987522,0
"05113",85.8885769297839,285,141680.080332056,0.999044890162369,0.341354723707665,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.298685383244207,0.0378903743315508,0,0.341354723707665,0.0426693404634581,0.227683600713012,0.341354723707665,0
"05120",415.78185655708,286,141680.080332056,0.999044890162369,0.798573975044563,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.698752228163993,0.0886417112299465,0,0.798573975044563,0.0998217468805704,0.532648841354724,0.798573975044563,0
"05125",103.362233442725,351,141680.080332056,0.999044890162369,0.401069518716578,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.350935828877005,0.0445187165775401,0,0.401069518716578,0.0501336898395722,0.267513368983957,0.401069518716578,0
"05129",1088.96883182339,350,141680.080332056,0.999044890162369,0.916221033868093,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.801693404634581,0.101700534759358,0,0.916221033868093,0.114527629233512,0.611119429590018,0.916221033868093,0
"05134",70.5949268714189,349,141680.080332056,0.999044890162369,0.274509803921569,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.240196078431373,0.0304705882352941,0,0.274509803921569,0.0343137254901961,0.183098039215686,0.274509803921569,0
"05138",148.600618315097,348,141680.080332056,0.999044890162369,0.532085561497326,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.46557486631016,0.0590614973262032,0,0.532085561497326,0.0665106951871658,0.354901069518717,0.532085561497326,0
"05142",49.6582189018253,347,141680.080332056,0.999044890162369,0.163101604278075,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.142713903743316,0.0181042780748663,0,0.163101604278075,0.0203877005347594,0.108788770053476,0.163101604278075,0
"05819",73.8261328385435,317,141680.080332056,0.999044890162369,0.293226381461676,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.256573083778966,0.032548128342246,0,0.293226381461676,0.0366532976827094,0.195581996434938,0.293226381461676,0
"05837",2227.68849554923,316,141680.080332056,0.999044890162369,0.950089126559715,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.83132798573975,0.105459893048128,0,0.950089126559715,0.118761140819964,0.63370944741533,0.950089126559715,0
"05842",71.8509277123793,315,141680.080332056,0.999044890162369,0.284313725490196,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.248774509803922,0.0315588235294118,0,0.284313725490196,0.0355392156862745,0.189637254901961,0.284313725490196,0
"05847",520.559909216999,401,141680.080332056,0.999044890162369,0.83065953654189,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.726827094474153,0.0922032085561497,0,0.83065953654189,0.103832442067736,0.55404991087344,0.83065953654189,0
"05854",132.995540258888,314,141680.080332056,0.999044890162369,0.487522281639929,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.426581996434938,0.0541149732620321,0,0.487522281639929,0.0609402852049911,0.325177361853833,0.487522281639929,0
"05856",169.45416932672,313,141680.080332056,0.999044890162369,0.568627450980392,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.497549019607843,0.0631176470588235,0,0.568627450980392,0.071078431372549,0.379274509803922,0.568627450980392,0
"05543",70.9820686064446,373,141680.080332056,0.999044890162369,0.27807486631016,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.24331550802139,0.0308663101604278,0,0.27807486631016,0.0347593582887701,0.185475935828877,0.27807486631016,0
"05576",71.6395533076412,372,141680.080332056,0.999044890162369,0.2825311942959,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.247214795008913,0.0313609625668449,0,0.2825311942959,0.0353163992869875,0.188448306595365,0.2825311942959,0
"05579",588.89574459163,371,141680.080332056,0.999044890162369,0.848484848484849,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.742424242424242,0.0941818181818182,0,0.848484848484849,0.106060606060606,0.565939393939394,0.848484848484849,0
"05585",446.826250868722,370,141680.080332056,0.999044890162369,0.808377896613191,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.707330659536542,0.0897299465240642,0,0.808377896613191,0.101047237076649,0.539188057040998,0.808377896613191,0
"05591",193.975965750872,369,141680.080332056,0.999044890162369,0.61319073083779,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.536541889483066,0.0680641711229946,0,0.61319073083779,0.0766488413547237,0.408998217468806,0.61319073083779,0
"05604",569.889699697731,368,141680.080332056,0.999044890162369,0.844028520499109,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.73852495543672,0.0936871657754011,0,0.844028520499109,0.105503565062389,0.562967023172906,0.844028520499109,0
"05607",454.435758874087,367,141680.080332056,0.999044890162369,0.811051693404635,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.709670231729055,0.0900267379679144,0,0.811051693404635,0.101381461675579,0.540971479500891,0.811051693404635,0
"05615",3530.08576657682,366,141680.080332056,0.999044890162369,0.96969696969697,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.848484848484849,0.107636363636364,0,0.96969696969697,0.121212121212121,0.646787878787879,0.96969696969697,0
"05628",81.6580072479076,365,141680.080332056,0.999044890162369,0.325311942959002,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.284647950089127,0.0361096256684492,0,0.325311942959002,0.0406639928698752,0.216983065953654,0.325311942959002,0
"05631",3233.61846473047,1120,141680.080332056,0.999044890162369,0.96524064171123,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.844585561497326,0.107141711229947,0,0.96524064171123,0.120655080213904,0.64381550802139,0.96524064171123,0
"05642",232.459528159694,364,141680.080332056,0.999044890162369,0.674688057040998,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.590352049910873,0.0748903743315508,0,0.674688057040998,0.0843360071301248,0.450016934046346,0.674688057040998,0
"05647",56.3944823177143,363,141680.080332056,0.999044890162369,0.195187165775401,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.170788770053476,0.0216657754010695,0,0.195187165775401,0.0243983957219251,0.130189839572193,0.195187165775401,0
"05649",758.887425928843,362,141680.080332056,0.999044890162369,0.876114081996435,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.766599821746881,0.0972486631016043,0,0.876114081996435,0.109514260249554,0.584368092691622,0.876114081996435,0
