"MPIO_CDPMP","depto","provincia","indrur0t1","elsnl_0t1","elsnmr_0t1","clrgst_0t1","clrgwk_0t1","FID_0t1"
"19212","Cauca","Norte",0.490627229213715,0.125,1,0.889,0,25
"19256","Cauca","Centro",0.944276392459869,0.875,0,0,1,53
"19290","Cauca","Sur",0.764705896377563,0.875,0,0,1,26
"19300","Cauca","Sur",0.670581042766571,0.875,0,0,1,27
"19318","Cauca","Occidente",0.49550986289978,0.125,1,0.889,0,54
"19355","Cauca","Oriente",0.954707562923431,0.875,0,0,1,28
"19364","Cauca","Oriente",0.893783986568451,0.875,0,0,1,29
"19392","Cauca","Centro",0.830495834350586,0.875,0,0,1,30
"19397","Cauca","Sur",0.95755273103714,0.875,0,0,1,31
"19418","Cauca","Occidente",0.89908504486084,0.875,0,0,1,55
"19450","Cauca","Sur",0.737614572048187,0.875,0,0,1,32
"19455","Cauca","Norte",0.428252547979355,0.125,1,0.889,0,33
"19473","Cauca","Centro",0.936351001262665,0.875,0,0,1,34
"19513","Cauca","Norte",0.549360990524292,0.875,0,0,1,35
"19517","Cauca","Oriente",0.935096979141235,0.875,0,0,1,36
"19532","Cauca","Sur",0.626004099845886,0.875,0,0,1,37
"19533","Cauca","Sur",0.7606400847435,0.875,0,0,1,38
"19548","Cauca","Centro",0.650374829769135,0.875,0,0,1,39
"19573","Cauca","Norte",0.128535389900208,0.125,1,0.889,0,40
"19585","Cauca","Oriente",0.901748478412628,0.875,0,0,1,41
"19622","Cauca","Centro",0.905272305011749,0.875,0,0,1,42
"19693","Cauca","Sur",0.938984274864197,0.875,0,0,1,43
"19698","Cauca","Norte",0.526950061321259,0.875,0,0,1,44
"19701","Cauca","Sur",0.874133706092834,0.875,0,0,1,45
"19743","Cauca","Oriente",0.879690408706665,0.875,0,0,1,46
"19760","Cauca","Centro",0.959035813808441,0.875,0,0,1,47
"19780","Cauca","Norte",0.800025045871735,0.875,0,0,1,48
"19785","Cauca","Sur",0.827906012535095,0.875,0,0,1,49
"19807","Cauca","Centro",0.589560031890869,0.875,0,0,1,50
"19809","Cauca","Occidente",0.75992339849472,0.875,0,0,1,56
"19821","Cauca","Oriente",0.930688858032227,0.875,0,0,1,51
"19824","Cauca","Oriente",0.94629043340683,0.875,0,0,1,52
"19845","Cauca","Norte",0.310539782047272,0.125,1,0.889,0,57
"20001","Cesar","Norte",0.118922613561153,0.125,1,0.889,0,550
"20011","Cesar","Sur",0.125614613294601,0.125,1,0.889,0,556
"20013","Cesar","Norte",0.207526981830597,0.125,1,0.889,0,551
"20032","Cesar","Noroccidental",0.479721665382385,0.125,1,0.889,0,532
"20045","Cesar","Central",0.253944754600525,0.125,1,0.889,0,552
"20060","Cesar","Noroccidental",0.0586177594959736,0.125,1,0.889,0,533
"20175","Cesar","Central",0.598437190055847,0.875,0,0,1,534
"20178","Cesar","Central",0.40145879983902,0.125,1,0.889,0,535
"20228","Cesar","Central",0.293510526418686,0.125,1,0.889,0,536
"20238","Cesar","Noroccidental",0.254981935024261,0.125,1,0.889,0,537
"20250","Cesar","Noroccidental",0.815565824508667,0.875,0,0,1,538
"20295","Cesar","Sur",0.343618512153625,0.125,1,0.889,0,539
"20310","Cesar","Sur",0.677095234394073,0.875,0,0,1,540
"20383","Cesar","Sur",0.648163259029388,0.875,0,0,1,541
"20400","Cesar","Central",0.239908397197723,0.125,1,0.889,0,542
"20443","Cesar","Norte",0.165024384856224,0.125,1,0.889,0,543
"20517","Cesar","Central",0.254659056663513,0.125,1,0.889,0,544
"20550","Cesar","Sur",0.305564969778061,0.125,1,0.889,0,545
"20570","Cesar","Norte",0.683193266391754,0.875,0,0,1,554
"20614","Cesar","Sur",0.533230364322662,0.875,0,0,1,546
"20621","Cesar","Norte",0.293130159378052,0.125,1,0.889,0,553
"20710","Cesar","Sur",0.205356806516647,0.125,1,0.889,0,547
"20750","Cesar","Norte",0.447113871574402,0.125,1,0.889,0,548
"20770","Cesar","Sur",0.461273163557053,0.125,1,0.889,0,555
"20787","Cesar","Central",0.604146301746368,0.875,0,0,1,549
"23001","Córdoba","Centro",0.208654910326004,0.125,1,0.889,0,436
"23068","Córdoba","San jorge",0.411812305450439,0.125,1,0.889,0,437
"23079","Córdoba","San jorge",0.632080852985382,0.875,0,0,1,438
"23090","Córdoba","Costanera",0.749886035919189,0.875,0,0,1,439
"23162","Córdoba","Sinú medio",0.440306186676025,0.125,1,0.889,0,440
"23168","Córdoba","Bajo sinú",0.782246589660645,0.875,0,0,1,441
"23182","Córdoba","Sabanas",0.58087944984436,0.875,0,0,1,442
"23189","Córdoba","Sinú medio",0.619723796844482,0.875,0,0,1,443
"23300","Córdoba","Bajo sinú",0.688094139099121,0.875,0,0,1,444
"23350","Córdoba","San jorge",0.23449482023716,0.125,1,0.889,0,445
"23417","Córdoba","Bajo sinú",0.531029164791107,0.875,0,0,1,446
"23419","Córdoba","Costanera",0.798685669898987,0.875,0,0,1,447
"23464","Córdoba","Bajo sinú",0.396375715732574,0.125,1,0.889,0,448
"23466","Córdoba","San jorge",0.245611891150475,0.125,1,0.889,0,463
"23500","Córdoba","Costanera",0.78798645734787,0.875,0,0,1,449
"23555","Córdoba","San jorge",0.357869327068329,0.125,1,0.889,0,450
"23570","Córdoba","San jorge",0.714850664138794,0.875,0,0,1,451
"23574","Córdoba","Costanera",0.822022080421448,0.875,0,0,1,452
"23580","Córdoba","San jorge",0.684283435344696,0.875,0,0,1,464
"23586","Córdoba","Bajo sinú",0.580553293228149,0.875,0,0,1,453
"23660","Córdoba","Sabanas",0.500864028930664,0.875,0,0,1,454
"23670","Córdoba","Sabanas",0.79942399263382,0.875,0,0,1,455
"23672","Córdoba","Costanera",0.527864694595337,0.875,0,0,1,456
"23675","Córdoba","Costanera",0.754343748092651,0.875,0,0,1,457
"23678","Córdoba","Sinú medio",0.828262984752655,0.875,0,0,1,458
"23682","Córdoba","Sinú medio",0.613338351249695,0.875,0,0,1,459
"23686","Córdoba","Sinú medio",0.82435667514801,0.875,0,0,1,460
"23807","Córdoba","Alto sinú",0.542453110218048,0.875,0,0,1,465
"23815","Córdoba","Alto sinú",0.855985999107361,0.875,0,0,1,461
"23855","Córdoba","Alto sinú",0.53958648443222,0.875,0,0,1,462
"25001","Cundinamarca","Alto magdalena",0.22011125087738,0.125,1,0.889,0,867
"25019","Cundinamarca","Gualiva",0.733612895011902,0.875,0,0,1,760
"25035","Cundinamarca","Tequendama",0.600454568862915,0.875,0,0,1,761
"25040","Cundinamarca","Tequendama",0.686812400817871,0.875,0,0,1,762
"25053","Cundinamarca","Sumapaz",0.601657450199127,0.875,0,0,1,763
"25086","Cundinamarca","Magdalena centro",0.797652304172516,0.875,0,0,1,764
"25095","Cundinamarca","Magdalena centro",0.817186892032623,0.875,0,0,1,765
"25099","Cundinamarca","Sabana occidente",0.225259765982628,0.125,1,0.889,0,766
"25120","Cundinamarca","Sumapaz",0.764083027839661,0.875,0,0,1,767
"25123","Cundinamarca","Tequendama",0.647914171218872,0.875,0,0,1,768
"25126","Cundinamarca","Sabana centro",0.342067509889603,0.125,1,0.889,0,769
"25148","Cundinamarca","Bajo magdalena",0.754713952541351,0.875,0,0,1,770
"25151","Cundinamarca","Oriente",0.558336734771729,0.875,0,0,1,771
"25154","Cundinamarca","Ubaté",0.723878622055054,0.875,0,0,1,772
"25168","Cundinamarca","Magdalena centro",0.772357702255249,0.875,0,0,1,773
"25175","Cundinamarca","Sabana centro",0.201783910393715,0.125,1,0.889,0,1113
"25178","Cundinamarca","Oriente",0.715115666389465,0.875,0,0,1,774
"25181","Cundinamarca","Oriente",0.620472609996796,0.875,0,0,1,775
"25183","Cundinamarca","Almeidas",0.48687282204628,0.125,1,0.889,0,776
"25200","Cundinamarca","Sabana centro",0.653192579746246,0.875,0,0,1,777
"25214","Cundinamarca","Sabana occidente",0.37407848238945,0.125,1,0.889,0,778
"25224","Cundinamarca","Ubaté",0.851691603660583,0.875,0,0,1,779
"25245","Cundinamarca","Tequendama",0.57083648443222,0.875,0,0,1,780
"25258","Cundinamarca","Rio negro",0.876735746860504,0.875,0,0,1,781
"25260","Cundinamarca","Sabana occidente",0.140811234712601,0.125,1,0.889,0,1114
"25269","Cundinamarca","Sabana occidente",0.101067833602428,0.125,1,0.889,0,782
"25279","Cundinamarca","Oriente",0.565910220146179,0.875,0,0,1,783
"25281","Cundinamarca","Oriente",0.763658344745636,0.875,0,0,1,784
"25286","Cundinamarca","Sabana occidente",0.0266547873616219,0.125,1,0.889,0,785
"25288","Cundinamarca","Ubaté",0.965742230415344,0.875,0,0,1,786
"25290","Cundinamarca","Sumapaz",0.171670347452164,0.125,1,0.889,0,1117
"25293","Cundinamarca","Guavio",0.651487827301025,0.875,0,0,1,787
"25295","Cundinamarca","Sabana centro",0.339128404855728,0.125,1,0.889,0,788
"25297","Cundinamarca","Guavio",0.597863495349884,0.875,0,0,1,789
"25299","Cundinamarca","Guavio",0.772435903549194,0.875,0,0,1,790
"25307","Cundinamarca","Alto magdalena",0.0553465709090233,0.125,1,0.889,0,1111
"25312","Cundinamarca","Sumapaz",0.743696868419647,0.875,0,0,1,791
"25317","Cundinamarca","Ubaté",0.55378246307373,0.875,0,0,1,792
"25320","Cundinamarca","Bajo magdalena",0.553990304470062,0.875,0,0,1,793
"25322","Cundinamarca","Guavio",0.60118579864502,0.875,0,0,1,794
"25324","Cundinamarca","Alto magdalena",0.577247202396393,0.875,0,0,1,795
"25326","Cundinamarca","Guavio",0.650276660919189,0.875,0,0,1,796
"25328","Cundinamarca","Magdalena centro",0.77092707157135,0.875,0,0,1,797
"25335","Cundinamarca","Oriente",0.684370994567871,0.875,0,0,1,798
"25339","Cundinamarca","Oriente",0.711730182170868,0.875,0,0,1,799
"25368","Cundinamarca","Alto magdalena",0.649276614189148,0.875,0,0,1,800
"25372","Cundinamarca","Guavio",0.856946587562561,0.875,0,0,1,801
"25377","Cundinamarca","Guavio",0.549015641212463,0.875,0,0,1,802
"25386","Cundinamarca","Tequendama",0.484492570161819,0.125,1,0.889,0,803
"25394","Cundinamarca","Rio negro",0.564275920391083,0.875,0,0,1,804
"25398","Cundinamarca","Gualiva",0.826932847499847,0.875,0,0,1,805
"25402","Cundinamarca","Gualiva",0.63422816991806,0.875,0,0,1,806
"25407","Cundinamarca","Ubaté",0.722420632839203,0.875,0,0,1,807
"25426","Cundinamarca","Almeidas",0.741345524787903,0.875,0,0,1,808
"25430","Cundinamarca","Sabana occidente",0.0850214660167694,0.125,1,0.889,0,809
"25436","Cundinamarca","Almeidas",0.735081613063812,0.875,0,0,1,810
"25438","Cundinamarca","Medina",0.488020956516266,0.125,1,0.889,0,811
"25473","Cundinamarca","Sabana occidente",0.0169634688645601,0.125,1,0.889,0,1115
"25483","Cundinamarca","Alto magdalena",0.296613812446594,0.125,1,0.889,0,812
"25486","Cundinamarca","Sabana centro",0.51491916179657,0.875,0,0,1,813
"25488","Cundinamarca","Alto magdalena",0.745632708072662,0.875,0,0,1,814
"25489","Cundinamarca","Gualiva",0.809139013290405,0.875,0,0,1,815
"25491","Cundinamarca","Gualiva",0.685160875320435,0.875,0,0,1,816
"25506","Cundinamarca","Sumapaz",0.71503084897995,0.875,0,0,1,817
"25513","Cundinamarca","Rio negro",0.479211896657944,0.125,1,0.889,0,818
"25518","Cundinamarca","Rio negro",0.878881990909576,0.875,0,0,1,819
"25524","Cundinamarca","Sumapaz",0.779408812522888,0.875,0,0,1,820
"25530","Cundinamarca","Medina",0.585134506225586,0.875,0,0,1,821
"25535","Cundinamarca","Sumapaz",0.696540355682373,0.875,0,0,1,822
"25572","Cundinamarca","Bajo magdalena",0.282857686281204,0.125,1,0.889,0,823
"25580","Cundinamarca","Magdalena centro",0.795912206172943,0.875,0,0,1,824
"25592","Cundinamarca","Gualiva",0.909822165966034,0.875,0,0,1,825
"25594","Cundinamarca","Oriente",0.732255518436432,0.875,0,0,1,826
"25596","Cundinamarca","Tequendama",0.895724058151245,0.875,0,0,1,827
"25599","Cundinamarca","Tequendama",0.5679931640625,0.875,0,0,1,828
"25612","Cundinamarca","Alto magdalena",0.466889202594757,0.125,1,0.889,0,829
"25645","Cundinamarca","Tequendama",0.923588871955872,0.875,0,0,1,830
"25649","Cundinamarca","Sumapaz",0.589018523693085,0.875,0,0,1,831
"25653","Cundinamarca","Rio negro",0.875980198383331,0.875,0,0,1,832
"25658","Cundinamarca","Gualiva",0.592375636100769,0.875,0,0,1,833
"25662","Cundinamarca","Magdalena centro",0.635007917881012,0.875,0,0,1,1118
"25718","Cundinamarca","Gualiva",0.761460185050964,0.875,0,0,1,834
"25736","Cundinamarca","Almeidas",0.700166344642639,0.875,0,0,1,835
"25740","Cundinamarca","Soacha",0.294019281864166,0.125,1,0.889,0,1116
"25743","Cundinamarca","Sumapaz",0.681803464889526,0.875,0,0,1,836
"25745","Cundinamarca","Ubaté",0.423445165157318,0.125,1,0.889,0,837
"25754","Cundinamarca","Soacha",0.00780697353184223,0.125,1,0.889,0,1112
"25758","Cundinamarca","Sabana centro",0.323752999305725,0.125,1,0.889,0,838
"25769","Cundinamarca","Sabana occidente",0.537922263145447,0.875,0,0,1,839
"25772","Cundinamarca","Almeidas",0.562716662883759,0.875,0,0,1,840
"25777","Cundinamarca","Gualiva",0.685181617736816,0.875,0,0,1,841
"25779","Cundinamarca","Ubaté",0.66299968957901,0.875,0,0,1,842
"25781","Cundinamarca","Ubaté",0.67980295419693,0.875,0,0,1,843
"25785","Cundinamarca","Sabana centro",0.708423733711243,0.875,0,0,1,844
"25793","Cundinamarca","Ubaté",0.830172300338745,0.875,0,0,1,845
"25797","Cundinamarca","Tequendama",0.937702536582947,0.875,0,0,1,846
"25799","Cundinamarca","Sabana occidente",0.606838405132294,0.875,0,0,1,847
"25805","Cundinamarca","Sumapaz",0.873356401920319,0.875,0,0,1,848
"25807","Cundinamarca","Almeidas",0.835338830947876,0.875,0,0,1,849
"25815","Cundinamarca","Alto magdalena",0.390594214200974,0.125,1,0.889,0,850
"25817","Cundinamarca","Sabana centro",0.616086602210999,0.875,0,0,1,851
"25823","Cundinamarca","Rio negro",0.837158739566803,0.875,0,0,1,852
"25839","Cundinamarca","Guavio",0.814435660839081,0.875,0,0,1,853
"25841","Cundinamarca","Oriente",0.83737176656723,0.875,0,0,1,854
"25843","Cundinamarca","Ubaté",0.27059543132782,0.125,1,0.889,0,855
"25845","Cundinamarca","Oriente",0.479049682617188,0.125,1,0.889,0,856
"25851","Cundinamarca","Gualiva",0.433349043130875,0.125,1,0.889,0,857
"25862","Cundinamarca","Gualiva",0.822842121124268,0.875,0,0,1,858
"25867","Cundinamarca","Magdalena centro",0.666052103042603,0.875,0,0,1,859
"25871","Cundinamarca","Rio negro",0.653014779090881,0.875,0,0,1,860
"25873","Cundinamarca","Almeidas",0.629196465015411,0.875,0,0,1,861
"25875","Cundinamarca","Gualiva",0.33074089884758,0.125,1,0.889,0,862
"25878","Cundinamarca","Tequendama",0.676137208938599,0.875,0,0,1,863
"25885","Cundinamarca","Rio negro",0.768868684768677,0.875,0,0,1,864
"25898","Cundinamarca","Sabana occidente",0.736424148082733,0.875,0,0,1,865
"25899","Cundinamarca","Sabana centro",0.184438124299049,0.125,1,0.889,0,866
"27001","Chocó","Atrato",0.124677918851376,0.125,1,0.889,0,406
"27006","Chocó","Darien",0.507464826107025,0.875,0,0,1,407
"27025","Chocó","Pacifico sur",0.878335237503052,0.875,0,0,1,408
"27050","Chocó","Atrato",0.528616189956665,0.875,0,0,1,409
"27073","Chocó","Atrato",0.76487147808075,0.875,0,0,1,410
"27075","Chocó","Pacifico norte",0.390299320220947,0.125,1,0.889,0,411
"27077","Chocó","Pacifico sur",0.764963090419769,0.875,0,0,1,412
"27099","Chocó","Atrato",0.904083490371704,0.875,0,0,1,413
"27135","Chocó","San juan",0.534990191459656,0.875,0,0,1,414
"27150","Chocó","Darien",0.876525819301605,0.875,0,0,1,415
"27160","Chocó","San juan",0.410647749900818,0.125,1,0.889,0,416
"27205","Chocó","San juan",0.234304666519165,0.125,1,0.889,0,417
"27245","Chocó","Atrato",0.693640887737274,0.875,0,0,1,418
"27250","Chocó","Pacifico sur",0.914947628974915,0.875,0,0,1,419
"27361","Chocó","San juan",0.275974243879318,0.125,1,0.889,0,420
"27372","Chocó","Pacifico norte",0.624382972717285,0.875,0,0,1,421
"27413","Chocó","Atrato",0.655017375946045,0.875,0,0,1,422
"27425","Chocó","Atrato",0.91154420375824,0.875,0,0,1,423
"27430","Chocó","Pacifico sur",0.847309529781342,0.875,0,0,1,424
"27450","Chocó","San juan",0.752150475978851,0.875,0,0,1,425
"27491","Chocó","San juan",0.617830216884613,0.875,0,0,1,426
"27495","Chocó","Pacifico norte",0.896135091781616,0.875,0,0,1,427
"27580","Chocó","San juan",0.718492746353149,0.875,0,0,1,428
"27600","Chocó","Atrato",0.716488599777222,0.875,0,0,1,429
"27615","Chocó","Darien",0.732473969459534,0.875,0,0,1,405
"27660","Chocó","San juan",0.735041081905365,0.875,0,0,1,430
"27745","Chocó","San juan",0.766225576400757,0.875,0,0,1,431
"27787","Chocó","San juan",0.40297594666481,0.125,1,0.889,0,432
"27800","Chocó","Darien",0.662128508090973,0.875,0,0,1,433
"27810","Chocó","San juan",0.568075120449066,0.875,0,0,1,434
"41001","Huila","Norte",0.0598726347088814,0.125,1,0.889,0,938
"41006","Huila","Sur",0.812706887722015,0.875,0,0,1,974
"41013","Huila","Centro",0.356363624334335,0.125,1,0.889,0,973
"41016","Huila","Norte",0.347089022397995,0.125,1,0.889,0,972
"41020","Huila","Norte",0.519327461719513,0.875,0,0,1,971
"41026","Huila","Centro",0.432748526334763,0.125,1,0.889,0,970
"41078","Huila","Norte",0.523266971111298,0.875,0,0,1,969
"41132","Huila","Norte",0.234824851155281,0.125,1,0.889,0,968
"41206","Huila","Norte",0.697323262691498,0.875,0,0,1,967
"41244","Huila","Sur",0.658275961875916,0.875,0,0,1,966
"41298","Huila","Centro",0.46225580573082,0.125,1,0.889,0,965
"41306","Huila","Centro",0.602733612060547,0.875,0,0,1,939
"41319","Huila","Centro",0.692733347415924,0.875,0,0,1,940
"41349","Huila","Norte",0.226049959659576,0.125,1,0.889,0,941
"41357","Huila","Norte",0.713235318660736,0.875,0,0,1,942
"41359","Huila","Sur",0.755896151065826,0.875,0,0,1,943
"41378","Huila","Occidente",0.627234578132629,0.875,0,0,1,944
"41396","Huila","Occidente",0.577376842498779,0.875,0,0,1,945
"41483","Huila","Occidente",0.590663135051727,0.875,0,0,1,946
"41503","Huila","Sur",0.797489047050476,0.875,0,0,1,947
"41518","Huila","Occidente",0.578459680080414,0.875,0,0,1,948
"41524","Huila","Norte",0.525286376476288,0.875,0,0,1,949
"41530","Huila","Sur",0.842727839946747,0.875,0,0,1,950
"41548","Huila","Centro",0.645173013210297,0.875,0,0,1,951
"41551","Huila","Sur",0.410424649715424,0.125,1,0.889,0,952
"41615","Huila","Norte",0.517933547496796,0.875,0,0,1,953
"41660","Huila","Sur",0.823439300060272,0.875,0,0,1,954
"41668","Huila","Sur",0.662165462970734,0.875,0,0,1,955
"41676","Huila","Norte",0.757135987281799,0.875,0,0,1,956
"41770","Huila","Centro",0.793758273124695,0.875,0,0,1,957
"41791","Huila","Centro",0.684690356254578,0.875,0,0,1,958
"41797","Huila","Occidente",0.502944767475128,0.875,0,0,1,959
"41799","Huila","Norte",0.561610162258148,0.875,0,0,1,960
"41801","Huila","Norte",0.469696968793869,0.125,1,0.889,0,961
"41807","Huila","Sur",0.638377904891968,0.875,0,0,1,962
"41872","Huila","Norte",0.662596046924591,0.875,0,0,1,963
"41885","Huila","Norte",0.169340237975121,0.125,1,0.889,0,964
"44001","La Guajira","Norte",0.329289317131042,0.125,1,0.889,0,565
"44035","La Guajira","Norte",0.458522021770477,0.125,1,0.889,0,566
"44078","La Guajira","Sur",0.557451784610748,0.875,0,0,1,557
"44090","La Guajira","Norte",0.87058824300766,0.875,0,0,1,567
"44098","La Guajira","Sur",0.548939764499664,0.875,0,0,1,558
"44110","La Guajira","Sur",0.111621432006359,0.125,1,0.889,0,559
"44279","La Guajira","Sur",0.164079308509827,0.125,1,0.889,0,560
"44378","La Guajira","Sur",0.406056672334671,0.125,1,0.889,0,561
"44420","La Guajira","Sur",0.381932526826859,0.125,1,0.889,0,562
"44430","La Guajira","Norte",0.394109576940536,0.125,1,0.889,0,570
"44560","La Guajira","Norte",0.896174430847168,0.875,0,0,1,571
"44650","La Guajira","Sur",0.352863490581512,0.125,1,0.889,0,568
"44847","La Guajira","Norte",0.952906489372253,0.875,0,0,1,569
"44855","La Guajira","Sur",0.142193898558617,0.125,1,0.889,0,563
"44874","La Guajira","Sur",0.0655471682548523,0.125,1,0.889,0,564
"47001","Magdalena","Santa marta",0.0879280939698219,0.125,1,0.889,0,600
"47030","Magdalena","Norte",0.349107086658478,0.125,1,0.889,0,573
"47053","Magdalena","Norte",0.407306104898453,0.125,1,0.889,0,597
"47058","Magdalena","Centro",0.368753731250763,0.125,1,0.889,0,574
"47161","Magdalena","Rio",0.457532852888107,0.125,1,0.889,0,575
"47170","Magdalena","Centro",0.369591057300568,0.125,1,0.889,0,576
"47189","Magdalena","Norte",0.12552572786808,0.125,1,0.889,0,598
"47205","Magdalena","Rio",0.60237979888916,0.875,0,0,1,577
"47245","Magdalena","Sur",0.360175371170044,0.125,1,0.889,0,601
"47258","Magdalena","Rio",0.669551730155945,0.875,0,0,1,578
"47268","Magdalena","Norte",0.210590451955795,0.125,1,0.889,0,579
"47288","Magdalena","Norte",0.144792497158051,0.125,1,0.889,0,599
"47318","Magdalena","Sur",0.683057844638824,0.875,0,0,1,580
"47460","Magdalena","Centro",0.586431384086609,0.875,0,0,1,581
"47541","Magdalena","Rio",0.671922564506531,0.875,0,0,1,572
"47545","Magdalena","Sur",0.527826011180878,0.875,0,0,1,582
"47551","Magdalena","Rio",0.416807264089584,0.125,1,0.889,0,583
"47555","Magdalena","Centro",0.236780747771263,0.125,1,0.889,0,584
"47570","Magdalena","Norte",0.668153166770935,0.875,0,0,1,585
"47605","Magdalena","Rio",0.355613797903061,0.125,1,0.889,0,586
"47660","Magdalena","Centro",0.70857834815979,0.875,0,0,1,587
"47675","Magdalena","Rio",0.333737075328827,0.125,1,0.889,0,588
"47692","Magdalena","Sur",0.689033448696136,0.875,0,0,1,589
"47703","Magdalena","Sur",0.874154627323151,0.875,0,0,1,590
"47707","Magdalena","Sur",0.455499649047852,0.125,1,0.889,0,591
"47720","Magdalena","Sur",0.374373525381088,0.125,1,0.889,0,592
"47745","Magdalena","Rio",0.475117951631546,0.125,1,0.889,0,593
"47798","Magdalena","Centro",0.508083999156952,0.875,0,0,1,594
"47960","Magdalena","Rio",0.611318826675415,0.875,0,0,1,595
"47980","Magdalena","Norte",0.935755670070648,0.875,0,0,1,596
"50001","Meta","Capital",0.0738280564546585,0.125,1,0.889,0,909
"50006","Meta","Piedemonte",0.228542536497116,0.125,1,0.889,0,910
"50110","Meta","Piedemonte",0.312888205051422,0.125,1,0.889,0,911
"50124","Meta","Rio meta",0.506268560886383,0.875,0,0,1,912
"50150","Meta","Piedemonte",0.56965035200119,0.875,0,0,1,913
"50223","Meta","Piedemonte",0.34281200170517,0.125,1,0.889,0,914
"50226","Meta","Piedemonte",0.342735767364502,0.125,1,0.889,0,915
"50245","Meta","Piedemonte",0.667792797088623,0.875,0,0,1,916
"50251","Meta","Ariari",0.621411561965942,0.875,0,0,1,917
"50270","Meta","Ariari",0.636831283569336,0.875,0,0,1,918
"50287","Meta","Ariari",0.429219216108322,0.125,1,0.889,0,919
"50313","Meta","Ariari",0.153652936220169,0.125,1,0.889,0,920
"50318","Meta","Piedemonte",0.319427728652954,0.125,1,0.889,0,921
"50325","Meta","Ariari",0.647352635860443,0.875,0,0,1,936
"50330","Meta","Ariari",0.592615842819214,0.875,0,0,1,922
"50350","Meta","Ariari",0.824358522891998,0.875,0,0,1,935
"50370","Meta","Ariari",0.770788431167603,0.875,0,0,1,923
"50400","Meta","Ariari",0.579254984855652,0.875,0,0,1,924
"50450","Meta","Ariari",0.592371881008148,0.875,0,0,1,925
"50568","Meta","Rio meta",0.502348661422729,0.875,0,0,1,937
"50573","Meta","Rio meta",0.388960152864456,0.125,1,0.889,0,926
"50577","Meta","Ariari",0.607886433601379,0.875,0,0,1,927
"50590","Meta","Ariari",0.507005572319031,0.875,0,0,1,928
"50606","Meta","Piedemonte",0.332712948322296,0.125,1,0.889,0,929
"50680","Meta","Piedemonte",0.487638264894485,0.125,1,0.889,0,930
"50683","Meta","Ariari",0.522153973579407,0.875,0,0,1,931
"50686","Meta","Piedemonte",0.485845446586609,0.125,1,0.889,0,932
"50689","Meta","Piedemonte",0.271426975727081,0.125,1,0.889,0,933
"50711","Meta","Ariari",0.591967582702637,0.875,0,0,1,934
"52001","Nariño","Centro",0.215903595089912,0.125,1,0.889,0,127
"52019","Nariño","Norte",0.720908522605896,0.875,0,0,1,128
"52022","Nariño","Sur",0.790449142456055,0.875,0,0,1,129
"52036","Nariño","Centro occidente",0.75605046749115,0.875,0,0,1,131
"52051","Nariño","Norte",0.861186802387238,0.875,0,0,1,132
"52079","Nariño","Costa",0.782952547073364,0.875,0,0,1,167
"52083","Nariño","Norte",0.484024047851562,0.125,1,0.889,0,133
"52110","Nariño","Norte",0.725949466228485,0.875,0,0,1,134
"52203","Nariño","Norte",0.872273027896881,0.875,0,0,1,135
"52207","Nariño","Centro",0.844312250614166,0.875,0,0,1,124
"52210","Nariño","Sur",0.819807410240173,0.875,0,0,1,125
"52215","Nariño","Sur",0.801430761814117,0.875,0,0,1,126
"52224","Nariño","Sur",0.705684185028076,0.875,0,0,1,130
"52227","Nariño","Sur",0.814588785171509,0.875,0,0,1,160
"52233","Nariño","Norte",0.729657053947449,0.875,0,0,1,161
"52240","Nariño","Centro",0.717858552932739,0.875,0,0,1,141
"52250","Nariño","Costa",0.678560316562653,0.875,0,0,1,168
"52254","Nariño","Centro",0.820037603378296,0.875,0,0,1,142
"52256","Nariño","Norte",0.854967415332794,0.875,0,0,1,162
"52258","Nariño","Norte",0.889624893665314,0.875,0,0,1,143
"52260","Nariño","Centro",0.6323601603508,0.875,0,0,1,150
"52287","Nariño","Sur",0.572002232074738,0.875,0,0,1,151
"52317","Nariño","Sur",0.842107951641083,0.875,0,0,1,152
"52320","Nariño","Centro occidente",0.621999680995941,0.875,0,0,1,154
"52323","Nariño","Sur",0.575740396976471,0.875,0,0,1,156
"52352","Nariño","Sur",0.721613168716431,0.875,0,0,1,157
"52354","Nariño","Sur",0.86731094121933,0.875,0,0,1,158
"52356","Nariño","Sur",0.334030777215958,0.125,1,0.889,0,159
"52378","Nariño","Norte",0.572464525699615,0.875,0,0,1,148
"52381","Nariño","Centro",0.804037988185883,0.875,0,0,1,149
"52385","Nariño","Centro occidente",0.513863205909729,0.875,0,0,1,163
"52390","Nariño","Costa",0.604911625385284,0.875,0,0,1,169
"52399","Nariño","Norte",0.598436832427979,0.875,0,0,1,153
"52405","Nariño","Norte",0.696253061294556,0.875,0,0,1,155
"52411","Nariño","Centro occidente",0.782141447067261,0.875,0,0,1,145
"52418","Nariño","Centro occidente",0.541636109352112,0.875,0,0,1,164
"52427","Nariño","Costa",0.703501343727112,0.875,0,0,1,170
"52435","Nariño","Centro occidente",0.864304840564728,0.875,0,0,1,147
"52473","Nariño","Costa",0.5262850522995,0.875,0,0,1,171
"52480","Nariño","Centro",0.392071485519409,0.125,1,0.889,0,136
"52490","Nariño","Costa",0.571772217750549,0.875,0,0,1,172
"52506","Nariño","Centro occidente",0.723434209823608,0.875,0,0,1,137
"52520","Nariño","Costa",0.617910265922546,0.875,0,0,1,173
