"MPIO_CDPMP","depto","provincia","indrur0t1","elsnl_0t1","elsnmr_0t1","clrgst_0t1","clrgwk_0t1","FID_0t1"
"52540","Nariño","Norte",0.737698316574097,0.875,0,0,1,165
"52560","Nariño","Sur",0.798636436462402,0.875,0,0,1,116
"52565","Nariño","Centro occidente",0.730617344379425,0.875,0,0,1,118
"52573","Nariño","Sur",0.597832441329956,0.875,0,0,1,120
"52585","Nariño","Sur",0.64598935842514,0.875,0,0,1,122
"52612","Nariño","Centro occidente",0.877795338630676,0.875,0,0,1,166
"52621","Nariño","Costa",0.732454419136047,0.875,0,0,1,174
"52678","Nariño","Centro occidente",0.678316473960876,0.875,0,0,1,123
"52683","Nariño","Centro",0.513214290142059,0.875,0,0,1,113
"52685","Nariño","Norte",0.717996060848236,0.875,0,0,1,114
"52687","Nariño","Norte",0.8819899559021,0.875,0,0,1,115
"52693","Nariño","Norte",0.736760020256042,0.875,0,0,1,117
"52694","Nariño","Norte",0.875931620597839,0.875,0,0,1,119
"52696","Nariño","Costa",0.731287717819214,0.875,0,0,1,175
"52699","Nariño","Centro occidente",0.858373463153839,0.875,0,0,1,121
"52720","Nariño","Centro occidente",0.804519474506378,0.875,0,0,1,138
"52786","Nariño","Norte",0.776016592979431,0.875,0,0,1,139
"52788","Nariño","Centro",0.795439422130585,0.875,0,0,1,140
"52835","Nariño","Costa",0.659671127796173,0.875,0,0,1,435
"52838","Nariño","Centro occidente",0.613181591033936,0.875,0,0,1,144
"52885","Nariño","Centro",0.695922493934631,0.875,0,0,1,146
"54001","Norte de Santander","Oriental",0.0369108431041241,0.125,1,0.889,0,868
"54003","Norte de Santander","Occidente",0.499905616044998,0.125,1,0.889,0,869
"54051","Norte de Santander","Centro",0.77022385597229,0.875,0,0,1,870
"54099","Norte de Santander","Sur oriente",0.625169634819031,0.875,0,0,1,871
"54109","Norte de Santander","Norte",0.919654309749603,0.875,0,0,1,872
"54125","Norte de Santander","Sur occidente",0.671700835227966,0.875,0,0,1,873
"54128","Norte de Santander","Occidente",0.838835835456848,0.875,0,0,1,874
"54172","Norte de Santander","Sur oriente",0.357991069555283,0.125,1,0.889,0,875
"54174","Norte de Santander","Sur occidente",0.625475585460663,0.875,0,0,1,901
"54206","Norte de Santander","Occidente",0.598277628421783,0.875,0,0,1,902
"54223","Norte de Santander","Centro",0.814453363418579,0.875,0,0,1,876
"54239","Norte de Santander","Sur oriente",0.512001752853394,0.875,0,0,1,877
"54245","Norte de Santander","Occidente",0.832927584648132,0.875,0,0,1,903
"54250","Norte de Santander","Norte",0.58338725566864,0.875,0,0,1,907
"54261","Norte de Santander","Oriental",0.389250934123993,0.125,1,0.889,0,878
"54313","Norte de Santander","Centro",0.659766972064972,0.875,0,0,1,879
"54344","Norte de Santander","Occidente",0.866073191165924,0.875,0,0,1,880
"54347","Norte de Santander","Sur oriente",0.821761667728424,0.875,0,0,1,881
"54377","Norte de Santander","Sur oriente",0.741703867912292,0.875,0,0,1,882
"54385","Norte de Santander","Occidente",0.853847503662109,0.875,0,0,1,883
"54398","Norte de Santander","Occidente",0.88776046037674,0.875,0,0,1,884
"54405","Norte de Santander","Oriental",0.031709149479866,0.125,1,0.889,0,885
"54418","Norte de Santander","Centro",0.536924660205841,0.875,0,0,1,886
"54480","Norte de Santander","Sur occidente",0.808791756629944,0.875,0,0,1,887
"54498","Norte de Santander","Occidente",0.102424055337906,0.125,1,0.889,0,888
"54518","Norte de Santander","Sur occidente",0.0801998972892761,0.125,1,0.889,0,889
"54520","Norte de Santander","Sur occidente",0.798037767410278,0.875,0,0,1,890
"54553","Norte de Santander","Oriental",0.0663373321294785,0.125,1,0.889,0,891
"54599","Norte de Santander","Sur oriente",0.51279878616333,0.875,0,0,1,892
"54660","Norte de Santander","Centro",0.623223900794983,0.875,0,0,1,893
"54670","Norte de Santander","Occidente",0.832819938659668,0.875,0,0,1,894
"54673","Norte de Santander","Oriental",0.672112345695496,0.875,0,0,1,895
"54680","Norte de Santander","Centro",0.479619175195694,0.125,1,0.889,0,896
"54720","Norte de Santander","Norte",0.626203179359436,0.875,0,0,1,897
"54743","Norte de Santander","Sur occidente",0.858649790287018,0.875,0,0,1,898
"54800","Norte de Santander","Occidente",0.844500720500946,0.875,0,0,1,904
"54810","Norte de Santander","Norte",0.633728981018066,0.875,0,0,1,905
"54820","Norte de Santander","Sur oriente",0.65848445892334,0.875,0,0,1,906
"54871","Norte de Santander","Centro",0.563851058483124,0.875,0,0,1,899
"54874","Norte de Santander","Oriental",0.0325153023004532,0.125,1,0.889,0,900
"63001","Quindio","Capital",0.0269742012023926,0.125,1,0.889,0,256
"63111","Quindio","Capital",0.608400642871857,0.875,0,0,1,257
"63130","Quindio","Capital",0.223651126027107,0.125,1,0.889,0,258
"63190","Quindio","Norte",0.253426611423492,0.125,1,0.889,0,259
"63212","Quindio","Cordilleranos",0.40393477678299,0.125,1,0.889,0,260
"63272","Quindio","Fria",0.449693351984024,0.125,1,0.889,0,261
"63302","Quindio","Cordilleranos",0.432011693716049,0.125,1,0.889,0,262
"63401","Quindio","Valle",0.110579654574394,0.125,1,0.889,0,263
"63470","Quindio","Valle",0.180158361792564,0.125,1,0.889,0,264
"63548","Quindio","Cordilleranos",0.429584205150604,0.125,1,0.889,0,265
"63594","Quindio","Valle",0.189847484230995,0.125,1,0.889,0,266
"63690","Quindio","Fria",0.581101536750793,0.875,0,0,1,267
"66001","Risaralda","Uno - vertiente oriental",0.174270063638687,0.125,1,0.889,0,268
"66045","Risaralda","Dos - vertiente occidental",0.560454607009888,0.875,0,0,1,269
"66075","Risaralda","Dos - vertiente occidental",0.763661861419678,0.875,0,0,1,270
"66088","Risaralda","Dos - vertiente occidental",0.495342254638672,0.125,1,0.889,0,271
"66170","Risaralda","Uno - vertiente oriental",0.0593890734016895,0.125,1,0.889,0,272
"66318","Risaralda","Dos - vertiente occidental",0.707353174686432,0.875,0,0,1,273
"66383","Risaralda","Dos - vertiente occidental",0.61658239364624,0.875,0,0,1,274
"66400","Risaralda","Uno - vertiente oriental",0.0262865740805864,0.125,1,0.889,0,275
"66440","Risaralda","Uno - vertiente oriental",0.496989369392395,0.125,1,0.889,0,276
"66456","Risaralda","Tres - vertiente",0.770383477210999,0.875,0,0,1,277
"66572","Risaralda","Del pacifico",0.830403566360474,0.875,0,0,1,278
"66594","Risaralda","Dos - vertiente occidental",0.735856652259827,0.875,0,0,1,279
"66682","Risaralda","Uno - vertiente oriental",0.173963874578476,0.125,1,0.889,0,280
"66687","Risaralda","Dos - vertiente occidental",0.500315845012665,0.875,0,0,1,281
"68001","Santander","Soto",0.0178583096712828,0.125,1,0.889,0,1061
"68013","Santander","Vélez",0.831266820430756,0.875,0,0,1,975
"68020","Santander","Vélez",0.85541296005249,0.875,0,0,1,976
"68051","Santander","Guanenta",0.710778951644897,0.875,0,0,1,977
"68077","Santander","Vélez",0.25123992562294,0.125,1,0.889,0,978
"68079","Santander","Guanenta",0.703127980232239,0.875,0,0,1,979
"68081","Santander","Mares",0.129042878746986,0.125,1,0.889,0,980
"68092","Santander","Mares",0.778993427753448,0.875,0,0,1,981
"68101","Santander","Vélez",0.867546737194061,0.875,0,0,1,1058
"68121","Santander","Guanenta",0.796076416969299,0.875,0,0,1,982
"68132","Santander","Soto",0.562910795211792,0.875,0,0,1,983
"68147","Santander","Garcia rovira",0.372933685779572,0.125,1,0.889,0,984
"68152","Santander","Garcia rovira",0.850885391235352,0.875,0,0,1,985
"68160","Santander","Garcia rovira",0.743424296379089,0.875,0,0,1,986
"68162","Santander","Garcia rovira",0.505275666713715,0.875,0,0,1,987
"68167","Santander","Guanenta",0.411735951900482,0.125,1,0.889,0,988
"68169","Santander","Soto",0.752077579498291,0.875,0,0,1,989
"68176","Santander","Comunera",0.718260884284973,0.875,0,0,1,990
"68179","Santander","Vélez",0.874482750892639,0.875,0,0,1,991
"68190","Santander","Vélez",0.576805174350739,0.875,0,0,1,992
"68207","Santander","Garcia rovira",0.515510618686676,0.875,0,0,1,993
"68209","Santander","Comunera",0.782526135444641,0.875,0,0,1,994
"68211","Santander","Comunera",0.23946724832058,0.125,1,0.889,0,1038
"68217","Santander","Guanenta",0.855832517147064,0.875,0,0,1,1039
"68229","Santander","Guanenta",0.640088081359863,0.875,0,0,1,1040
"68235","Santander","Mares",0.865127146244049,0.875,0,0,1,1041
"68245","Santander","Comunera",0.687586545944214,0.875,0,0,1,1042
"68250","Santander","Vélez",0.865125954151154,0.875,0,0,1,1059
"68255","Santander","Soto",0.486837297677994,0.125,1,0.889,0,1043
"68264","Santander","Guanenta",0.793887138366699,0.875,0,0,1,1044
"68266","Santander","Garcia rovira",0.754695177078247,0.875,0,0,1,1045
"68271","Santander","Vélez",0.781014025211334,0.875,0,0,1,1046
"68276","Santander","Soto",0.0407967530190945,0.125,1,0.889,0,1057
"68296","Santander","Comunera",0.718641698360443,0.875,0,0,1,1047
"68298","Santander","Comunera",0.837602615356445,0.875,0,0,1,1048
"68307","Santander","Soto",0.120296999812126,0.125,1,0.889,0,1056
"68318","Santander","Garcia rovira",0.745098054409027,0.875,0,0,1,1049
"68320","Santander","Comunera",0.624695181846619,0.875,0,0,1,1050
"68322","Santander","Comunera",0.720000028610229,0.875,0,0,1,1051
"68324","Santander","Vélez",0.757210373878479,0.875,0,0,1,1052
"68327","Santander","Vélez",0.39949157834053,0.125,1,0.889,0,1053
"68344","Santander","Comunera",0.717783510684967,0.875,0,0,1,1054
"68368","Santander","Vélez",0.784859359264374,0.875,0,0,1,1055
"68370","Santander","Guanenta",0.92465752363205,0.875,0,0,1,1017
"68377","Santander","Vélez",0.726363360881805,0.875,0,0,1,1018
"68385","Santander","Vélez",0.693567037582397,0.875,0,0,1,1019
"68397","Santander","Vélez",0.847365260124207,0.875,0,0,1,1020
"68406","Santander","Soto",0.45662721991539,0.125,1,0.889,0,1021
"68418","Santander","Soto",0.883524715900421,0.875,0,0,1,1022
"68425","Santander","Garcia rovira",0.871027171611786,0.875,0,0,1,1023
"68432","Santander","Garcia rovira",0.136261641979218,0.125,1,0.889,0,1024
"68444","Santander","Soto",0.709606111049652,0.875,0,0,1,1025
"68464","Santander","Guanenta",0.607200503349304,0.875,0,0,1,1026
"68468","Santander","Garcia rovira",0.850132942199707,0.875,0,0,1,1027
"68498","Santander","Guanenta",0.857092380523682,0.875,0,0,1,1028
"68500","Santander","Comunera",0.556388914585114,0.875,0,0,1,1029
"68502","Santander","Guanenta",0.705474555492401,0.875,0,0,1,1030
"68522","Santander","Comunera",0.656869947910309,0.875,0,0,1,1031
"68524","Santander","Comunera",0.692702174186707,0.875,0,0,1,1032
"68533","Santander","Guanenta",0.731198966503143,0.875,0,0,1,1033
"68547","Santander","Soto",0.183747991919518,0.125,1,0.889,0,1060
"68549","Santander","Guanenta",0.792328536510468,0.875,0,0,1,1034
"68572","Santander","Vélez",0.628770291805267,0.875,0,0,1,1035
"68573","Santander","Vélez",0.659031391143799,0.875,0,0,1,1036
"68575","Santander","Mares",0.506724417209625,0.875,0,0,1,1037
"68615","Santander","Soto",0.760269284248352,0.875,0,0,1,995
"68655","Santander","Mares",0.31895324587822,0.125,1,0.889,0,996
"68669","Santander","Garcia rovira",0.640561997890472,0.875,0,0,1,997
"68673","Santander","Vélez",0.906101703643799,0.875,0,0,1,998
"68679","Santander","Guanenta",0.124685473740101,0.125,1,0.889,0,999
"68682","Santander","Guanenta",0.634538173675537,0.875,0,0,1,1000
"68684","Santander","Garcia rovira",0.796427726745605,0.875,0,0,1,1001
"68686","Santander","Garcia rovira",0.751481652259827,0.875,0,0,1,1002
"68689","Santander","Mares",0.629131078720093,0.875,0,0,1,1003
"68705","Santander","Soto",0.889629304409027,0.875,0,0,1,1004
"68720","Santander","Comunera",0.77338445186615,0.875,0,0,1,1005
"68745","Santander","Comunera",0.782413840293884,0.875,0,0,1,1006
"68755","Santander","Comunera",0.18427762389183,0.125,1,0.889,0,1007
"68770","Santander","Comunera",0.787060141563416,0.875,0,0,1,1008
"68773","Santander","Vélez",0.923632323741913,0.875,0,0,1,1009
"68780","Santander","Soto",0.771320760250092,0.875,0,0,1,1010
"68820","Santander","Soto",0.92703104019165,0.875,0,0,1,1011
"68855","Santander","Guanenta",0.604207754135132,0.875,0,0,1,1012
"68861","Santander","Vélez",0.459722459316254,0.125,1,0.889,0,1013
"68867","Santander","Soto",0.655156075954437,0.875,0,0,1,1014
"68872","Santander","Guanenta",0.420297205448151,0.125,1,0.889,0,1015
"68895","Santander","Mares",0.337206840515137,0.125,1,0.889,0,1016
"70001","Sucre","Montes de maría",0.102421760559082,0.125,1,0.889,0,602
"70110","Sucre","Sabanas",0.203428789973259,0.125,1,0.889,0,603
"70124","Sucre","San jorge",0.749130070209503,0.875,0,0,1,604
"70204","Sucre","Montes de maría",0.555607080459595,0.875,0,0,1,605
"70215","Sucre","Sabanas",0.23747606575489,0.125,1,0.889,0,606
"70221","Sucre","Morrosquillo",0.405150681734085,0.125,1,0.889,0,607
"70230","Sucre","Montes de maría",0.361173301935196,0.125,1,0.889,0,608
"70233","Sucre","Sabanas",0.563555896282196,0.875,0,0,1,609
"70235","Sucre","Sabanas",0.454235285520554,0.125,1,0.889,0,610
"70265","Sucre","Mojana",0.597922444343567,0.875,0,0,1,611
"70400","Sucre","San jorge",0.519475281238556,0.875,0,0,1,612
"70418","Sucre","Sabanas",0.513243019580841,0.875,0,0,1,613
"70429","Sucre","Mojana",0.721555233001709,0.875,0,0,1,614
"70473","Sucre","Montes de maría",0.400371819734573,0.125,1,0.889,0,627
"70508","Sucre","Montes de maría",0.501158654689789,0.875,0,0,1,615
"70523","Sucre","Morrosquillo",0.652472734451294,0.875,0,0,1,616
"70670","Sucre","Sabanas",0.495167374610901,0.125,1,0.889,0,617
"70678","Sucre","San jorge",0.791929662227631,0.875,0,0,1,618
"70702","Sucre","Sabanas",0.489693373441696,0.125,1,0.889,0,619
"70708","Sucre","San jorge",0.440369665622711,0.125,1,0.889,0,620
"70713","Sucre","Morrosquillo",0.617029011249542,0.875,0,0,1,621
"70717","Sucre","Sabanas",0.343518018722534,0.125,1,0.889,0,622
"70742","Sucre","Sabanas",0.263250261545181,0.125,1,0.889,0,623
"70771","Sucre","Mojana",0.756192445755005,0.875,0,0,1,624
"70820","Sucre","Morrosquillo",0.198074236512184,0.125,1,0.889,0,625
"70823","Sucre","Morrosquillo",0.693284571170807,0.875,0,0,1,626
"73001","Tolima","Ibague",0.0700123682618141,0.125,1,0.889,0,1062
"73024","Tolima","Suroriente",0.561839759349823,0.875,0,0,1,1063
"73026","Tolima","Ibague",0.627917647361755,0.875,0,0,1,1064
"73030","Tolima","Norte",0.20970407128334,0.125,1,0.889,0,1065
"73043","Tolima","Ibague",0.856220006942749,0.875,0,0,1,1066
"73055","Tolima","Norte",0.355387508869171,0.125,1,0.889,0,1067
"73067","Tolima","Sur",0.750646650791168,0.875,0,0,1,1068
"73124","Tolima","Ibague",0.487791687250137,0.125,1,0.889,0,1069
"73148","Tolima","Oriente",0.246120393276215,0.125,1,0.889,0,1070
"73152","Tolima","Nevados",0.730111420154572,0.875,0,0,1,1071
"73168","Tolima","Sur",0.431870073080063,0.125,1,0.889,0,1072
"73200","Tolima","Ibague",0.820320069789886,0.875,0,0,1,1073
"73217","Tolima","Sur",0.831850290298462,0.875,0,0,1,1074
"73226","Tolima","Oriente",0.725900530815125,0.875,0,0,1,1075
"73236","Tolima","Suroriente",0.580930709838867,0.875,0,0,1,1076
"73268","Tolima","Ibague",0.28130054473877,0.125,1,0.889,0,1077
"73270","Tolima","Norte",0.770700633525848,0.875,0,0,1,1078
"73275","Tolima","Ibague",0.135193213820457,0.125,1,0.889,0,1079
"73283","Tolima","Norte",0.494254738092422,0.125,1,0.889,0,1080
"73319","Tolima","Suroriente",0.494353383779526,0.125,1,0.889,0,1081
"73347","Tolima","Nevados",0.704060852527618,0.875,0,0,1,1082
"73349","Tolima","Norte",0.0419147126376629,0.125,1,0.889,0,1119
"73352","Tolima","Oriente",0.697568774223328,0.875,0,0,1,1083
"73408","Tolima","Nevados",0.260525465011597,0.125,1,0.889,0,1084
"73411","Tolima","Nevados",0.358088821172714,0.125,1,0.889,0,1085
"73443","Tolima","Norte",0.261133164167404,0.125,1,0.889,0,1086
"73449","Tolima","Oriente",0.185761988162994,0.125,1,0.889,0,1087
"73461","Tolima","Nevados",0.572574734687805,0.875,0,0,1,1088
"73483","Tolima","Sur",0.471452653408051,0.125,1,0.889,0,1089
"73504","Tolima","Sur",0.799289166927338,0.875,0,0,1,1090
"73520","Tolima","Norte",0.691675245761871,0.875,0,0,1,1091
"73547","Tolima","Ibague",0.660259246826172,0.875,0,0,1,1092
"73555","Tolima","Sur",0.738549888134003,0.875,0,0,1,1093
"73563","Tolima","Suroriente",0.559308052062988,0.875,0,0,1,1094
"73585","Tolima","Suroriente",0.439751863479614,0.125,1,0.889,0,1095
"73616","Tolima","Sur",0.836458683013916,0.875,0,0,1,1096
"73622","Tolima","Sur",0.656530499458313,0.875,0,0,1,1097
"73624","Tolima","Ibague",0.534926652908325,0.875,0,0,1,1098
"73671","Tolima","Suroriente",0.411014884710312,0.125,1,0.889,0,1099
"73675","Tolima","Sur",0.662608563899994,0.875,0,0,1,1100
"73678","Tolima","Ibague",0.722201704978943,0.875,0,0,1,1101
"73686","Tolima","Nevados",0.623678267002106,0.875,0,0,1,1102
"73770","Tolima","Suroriente",0.596380829811096,0.875,0,0,1,1103
"73854","Tolima","Ibague",0.606361091136932,0.875,0,0,1,1104
"73861","Tolima","Nevados",0.325973302125931,0.125,1,0.889,0,1105
"73870","Tolima","Nevados",0.637617170810699,0.875,0,0,1,1106
"73873","Tolima","Oriente",0.616224646568298,0.875,0,0,1,1107
"76001","Valle del Cauca","Sur",0.0247414074838161,0.125,1,0.889,0,58
"76020","Valle del Cauca","Norte",0.260560363531113,0.125,1,0.889,0,75
"76036","Valle del Cauca","Centro",0.223881259560585,0.125,1,0.889,0,59
"76041","Valle del Cauca","Norte",0.410534173250198,0.125,1,0.889,0,60
"76054","Valle del Cauca","Norte",0.471558272838593,0.125,1,0.889,0,61
"76100","Valle del Cauca","Norte",0.724486589431763,0.875,0,0,1,97
"76109","Valle del Cauca","Occidente",0.237270757555962,0.125,1,0.889,0,99
"76111","Valle del Cauca","Centro",0.130463764071465,0.125,1,0.889,0,62
"76113","Valle del Cauca","Centro",0.478986769914627,0.125,1,0.889,0,63
"76122","Valle del Cauca","Oriente",0.172940149903297,0.125,1,0.889,0,64
"76126","Valle del Cauca","Centro",0.364739120006561,0.125,1,0.889,0,65
"76130","Valle del Cauca","Sur",0.743218064308167,0.875,0,0,1,66
"76147","Valle del Cauca","Norte",0.030118839815259,0.125,1,0.889,0,67
"76233","Valle del Cauca","Sur",0.774374008178711,0.875,0,0,1,98
"76243","Valle del Cauca","Norte",0.729823768138885,0.875,0,0,1,68
"76246","Valle del Cauca","Norte",0.532797634601593,0.875,0,0,1,69
"76248","Valle del Cauca","Centro",0.362900644540787,0.125,1,0.889,0,70
"76250","Valle del Cauca","Norte",0.392640113830566,0.125,1,0.889,0,71
"76275","Valle del Cauca","Sur",0.299421340227127,0.125,1,0.889,0,72
"76306","Valle del Cauca","Centro",0.549624025821686,0.875,0,0,1,73
"76318","Valle del Cauca","Centro",0.384742856025696,0.125,1,0.889,0,74
"76364","Valle del Cauca","Sur",0.226811856031418,0.125,1,0.889,0,96
"76377","Valle del Cauca","Sur",0.822199046611786,0.875,0,0,1,95
"76400","Valle del Cauca","Norte",0.205048158764839,0.125,1,0.889,0,94
"76403","Valle del Cauca","Norte",0.253983914852142,0.125,1,0.889,0,93
"76497","Valle del Cauca","Norte",0.273148149251938,0.125,1,0.889,0,76
"76520","Valle del Cauca","Sur",0.211970433592796,0.125,1,0.889,0,77
"76563","Valle del Cauca","Sur",0.130064055323601,0.125,1,0.889,0,78
"76606","Valle del Cauca","Centro",0.343633621931076,0.125,1,0.889,0,79
"76616","Valle del Cauca","Centro",0.526938378810883,0.875,0,0,1,80
"76622","Valle del Cauca","Norte",0.249232277274132,0.125,1,0.889,0,81
"76670","Valle del Cauca","Centro",0.553122401237488,0.875,0,0,1,82
"76736","Valle del Cauca","Oriente",0.244867444038391,0.125,1,0.889,0,83
"76823","Valle del Cauca","Norte",0.317820966243744,0.125,1,0.889,0,84
"76828","Valle del Cauca","Centro",0.539321780204773,0.875,0,0,1,85
"76834","Valle del Cauca","Centro",0.177417308092117,0.125,1,0.889,0,86
"76845","Valle del Cauca","Norte",0.5335773229599,0.875,0,0,1,87
"76863","Valle del Cauca","Norte",0.436321079730988,0.125,1,0.889,0,88
"76869","Valle del Cauca","Sur",0.379692167043686,0.125,1,0.889,0,89
"76890","Valle del Cauca","Centro",0.480242222547531,0.125,1,0.889,0,90
"76892","Valle del Cauca","Sur",0.136992931365967,0.125,1,0.889,0,91
"76895","Valle del Cauca","Norte",0.241216450929642,0.125,1,0.889,0,92
"81001","Arauca","Arauca",0.133084073662758,0.125,1,0.889,0,630
"81065","Arauca","Arauca",0.724724650382996,0.875,0,0,1,633
"81220","Arauca","Arauca",0.316687911748886,0.125,1,0.889,0,632
"81300","Arauca","Arauca",0.47798079252243,0.125,1,0.889,0,634
"81591","Arauca","Arauca",0.328938394784927,0.125,1,0.889,0,631
"81736","Arauca","Arauca",0.236508622765541,0.125,1,0.889,0,635
"81794","Arauca","Arauca",0.390330523252487,0.125,1,0.889,0,636
"85001","Casanare","Casanare",0.147322669625282,0.125,1,0.889,0,189
"85010","Casanare","Casanare",0.281674116849899,0.125,1,0.889,0,190
"85015","Casanare","Casanare",0.400400012731552,0.125,1,0.889,0,191
"85125","Casanare","Casanare",0.58087283372879,0.875,0,0,1,206
"85136","Casanare","Casanare",0.551164448261261,0.875,0,0,1,192
"85139","Casanare","Casanare",0.348323732614517,0.125,1,0.889,0,193
"85162","Casanare","Casanare",0.305582493543625,0.125,1,0.889,0,194
"85225","Casanare","Casanare",0.784273743629456,0.875,0,0,1,195
"85230","Casanare","Casanare",0.564343571662903,0.875,0,0,1,196
"85250","Casanare","Casanare",0.312705010175705,0.125,1,0.889,0,207
"85263","Casanare","Casanare",0.429932326078415,0.125,1,0.889,0,197
"85279","Casanare","Casanare",0.809057533740997,0.875,0,0,1,198
"85300","Casanare","Casanare",0.508689641952515,0.875,0,0,1,199
"85315","Casanare","Casanare",0.511961698532104,0.875,0,0,1,200
"85325","Casanare","Casanare",0.638790428638458,0.875,0,0,1,201
"85400","Casanare","Casanare",0.762258112430573,0.875,0,0,1,202
"85410","Casanare","Casanare",0.381604105234146,0.125,1,0.889,0,203
"85430","Casanare","Casanare",0.479256391525269,0.125,1,0.889,0,204
"85440","Casanare","Casanare",0.254439890384674,0.125,1,0.889,0,205
"86001","Putumayo","Putumayo",0.318114131689072,0.125,1,0.889,0,100
"86219","Putumayo","Putumayo",0.367671549320221,0.125,1,0.889,0,101
"86320","Putumayo","Putumayo",0.474552929401398,0.125,1,0.889,0,102
"86568","Putumayo","Putumayo",0.400296002626419,0.125,1,0.889,0,110
"86569","Putumayo","Putumayo",0.621683776378632,0.875,0,0,1,109
"86571","Putumayo","Putumayo",0.869200348854065,0.875,0,0,1,111
"86573","Putumayo","Putumayo",0.551953077316284,0.875,0,0,1,112
"86749","Putumayo","Putumayo",0.326706826686859,0.125,1,0.889,0,103
"86755","Putumayo","Putumayo",0.400354295969009,0.125,1,0.889,0,104
"86757","Putumayo","Putumayo",0.738445162773132,0.875,0,0,1,105
"86760","Putumayo","Putumayo",0.523182451725006,0.875,0,0,1,106
"86865","Putumayo","Putumayo",0.55519026517868,0.875,0,0,1,107
"86885","Putumayo","Putumayo",0.420168787240982,0.125,1,0.889,0,108
"88001","Archipiélago de San Andrés","Archipiélago de s a",0.251234382390976,0.125,1,0.889,0,628
"88564","Archipiélago de San Andrés","Archipiélago de s a",0.416764080524445,0.125,1,0.889,0,629
"91001","Amazonas","Amazonas",0.304108500480652,0.125,1,0.889,0,208
"91263","Amazonas","Amazonas",1,0.875,0,0,1,209
"91405","Amazonas","Amazonas",1,0.875,0,0,1,210
"91407","Amazonas","Amazonas",1,0.875,0,0,1,211
"91430","Amazonas","Amazonas",1,0.875,0,0,1,212
"91460","Amazonas","Amazonas",1,0.875,0,0,1,213
"91530","Amazonas","Amazonas",1,0.875,0,0,1,214
"91536","Amazonas","Amazonas",1,0.875,0,0,1,215
"91540","Amazonas","Amazonas",0.636289000511169,0.875,0,0,1,216
"91669","Amazonas","Amazonas",1,0.875,0,0,1,217
"91798","Amazonas","Amazonas",1,0.875,0,0,1,218
"94001","Guainía","Guainía",0.35650822520256,0.125,1,0.889,0,176
"94343","Guainía","Guainía",1,0.875,0,0,1,177
"94663","Guainía","Guainía",1,0.875,0,0,1,178
"94883","Guainía","Guainía",1,0.875,0,0,1,179
"94884","Guainía","Guainía",1,0.875,0,0,1,180
"94885","Guainía","Guainía",1,0.875,0,0,1,181
"94886","Guainía","Guainía",1,0.875,0,0,1,182
"94887","Guainía","Guainía",1,0.875,0,0,1,183
"94888","Guainía","Guainía",1,0.875,0,0,1,184
"95001","Guaviare","Guaviare",0.311672806739807,0.125,1,0.889,0,225
"95015","Guaviare","Guaviare",0.544605374336243,0.875,0,0,1,226
"95025","Guaviare","Guaviare",0.754266440868378,0.875,0,0,1,227
"95200","Guaviare","Guaviare",0.713040888309479,0.875,0,0,1,228
"97001","Vaupés","Vaupés",0.673500835895538,0.875,0,0,1,219
"97161","Vaupés","Vaupés",0.524185240268707,0.875,0,0,1,220
"97511","Vaupés","Vaupés",1,0.875,0,0,1,221
"97666","Vaupés","Vaupés",0.567945837974548,0.875,0,0,1,222
"97777","Vaupés","Vaupés",1,0.875,0,0,1,223
"97889","Vaupés","Vaupés",1,0.875,0,0,1,224
"99001","Vichada","Vichada",0.284772634506226,0.125,1,0.889,0,186
"99524","Vichada","Vichada",0.448132783174515,0.125,1,0.889,0,187
"99624","Vichada","Vichada",0.412909597158432,0.125,1,0.889,0,185
"99773","Vichada","Vichada",0.960242688655853,0.875,0,0,1,188
