"MPIO_CDPMP","depto","provincia","indrural","discap4t5","disbog4t5","elsnl_4t5n","elsnmr_4t5n","clrgst_4t5n","clrgwk_4t5n","elsnl_4t5d","elsnmr_4t5d","clrgst_4t5d","clrgwk_4t5d","FID_4t5"
"76616","Valle del Cauca","Centro",0.526938378810883,83.0544815063477,245.283981323242,0.375,0,0,0.6,0.375,0,0,0.6,80
"76622","Valle del Cauca","Norte",0.249232277274132,125.824150085449,218.451843261719,0.375,0,0,0.6,0.375,0,0,0.6,81
"76670","Valle del Cauca","Centro",0.553122401237488,76.7275772094727,229.110733032227,0.375,0,0,0.6,0.375,0,0,0.6,82
"76736","Valle del Cauca","Oriente",0.244867444038391,116.675903320312,189.336151123047,0.375,0,0,0.6,0.375,0,0,0.6,83
"76823","Valle del Cauca","Norte",0.317820966243744,147.945602416992,211.758987426758,0.375,0,0,0.6,0.375,0,0,0.6,84
"76828","Valle del Cauca","Centro",0.539321780204773,93.9560089111328,239.742340087891,0.375,0,0,0.6,0.375,0,0,0.6,85
"76834","Valle del Cauca","Centro",0.177417308092117,90.890266418457,212.664596557617,0.375,0,0,0.6,0.375,0,0,0.6,86
"76845","Valle del Cauca","Norte",0.5335773229599,169.684173583984,180.968276977539,0.375,0,0,0.6,0.375,0,0,0.6,87
"76863","Valle del Cauca","Norte",0.436321079730988,137.197738647461,230.243728637695,0.375,0,0,0.6,0.375,0,0,0.6,88
"76869","Valle del Cauca","Sur",0.379692167043686,41.3776092529297,262.785705566406,0.375,0,0,0.6,0.375,0,0,0.6,89
"76890","Valle del Cauca","Centro",0.480242222547531,60.72216796875,249.494155883789,0.375,0,0,0.6,0.375,0,0,0.6,90
"76892","Valle del Cauca","Sur",0.136992931365967,25.3101596832275,270.048950195312,0.375,0,0,0.6,0.375,0,0,0.6,91
"76895","Valle del Cauca","Norte",0.241216450929642,124.000381469727,205.245407104492,0.375,0,0,0.6,0.375,0,0,0.6,92
"81001","Arauca","Arauca",0.133084073662758,0,483.491882324219,0.375,0,0,0.6,0,0.889,1,0,630
"81065","Arauca","Arauca",0.724724650382996,74.3218002319336,424.268096923828,0.375,0,0,0.6,0.375,0,0,0.6,633
"81220","Arauca","Arauca",0.316687911748886,58.0072402954102,494.549957275391,0.375,0,0,0.6,0.375,0,0,0.6,632
"81300","Arauca","Arauca",0.47798079252243,138.280334472656,366.216766357422,0.375,0,0,0.6,0.375,0,0,0.6,634
"81591","Arauca","Arauca",0.328938394784927,56.4474983215332,427.265747070312,0.375,0,0,0.6,0.375,0,0,0.6,631
"81736","Arauca","Arauca",0.236508622765541,153.075149536133,381.408233642578,0.375,0,0,0.6,0.375,0,0,0.6,635
"81794","Arauca","Arauca",0.390330523252487,142.857727050781,346.352813720703,0.375,0,0,0.6,0.375,0,0,0.6,636
"85001","Casanare","Casanare",0.147322669625282,0,232.049377441406,0.375,0,0,0.6,0,0.889,1,0,189
"85010","Casanare","Casanare",0.281674116849899,30.4266338348389,201.813125610352,0.375,0,0,0.6,0.375,0,0,0.6,190
"85015","Casanare","Casanare",0.400400012731552,66.8258895874023,171.171051025391,0.375,0,0,0.6,0.375,0,0,0.6,191
"85125","Casanare","Casanare",0.58087283372879,185.606170654297,416.138549804688,0.375,0,0,0.6,0.375,0,0,0.6,206
"85136","Casanare","Casanare",0.551164448261261,104.115562438965,284.62890625,0.375,0,0,0.6,0.375,0,0,0.6,192
"85139","Casanare","Casanare",0.348323732614517,60.3553657531738,221.859848022461,0.375,0,0,0.6,0.375,0,0,0.6,193
"85162","Casanare","Casanare",0.305582493543625,76.6726150512695,157.295837402344,0.375,0,0,0.6,0.375,0,0,0.6,194
"85225","Casanare","Casanare",0.784273743629456,35.1283378601074,264.522308349609,0.375,0,0,0.6,0.375,0,0,0.6,195
"85230","Casanare","Casanare",0.564343571662903,88.4285583496094,300.12646484375,0.375,0,0,0.6,0.375,0,0,0.6,196
"85250","Casanare","Casanare",0.312705010175705,149.705871582031,381.749847412109,0.375,0,0,0.6,0.375,0,0,0.6,207
"85263","Casanare","Casanare",0.429932326078415,62.201286315918,292.030731201172,0.375,0,0,0.6,0.375,0,0,0.6,197
"85279","Casanare","Casanare",0.809057533740997,55.2598419189453,185.410842895508,0.375,0,0,0.6,0.375,0,0,0.6,198
"85300","Casanare","Casanare",0.508689641952515,93.3794403076172,139.235260009766,0.375,0,0,0.6,0.375,0,0,0.6,199
"85315","Casanare","Casanare",0.511961698532104,91.8730087280273,290.4189453125,0.375,0,0,0.6,0.375,0,0,0.6,200
"85325","Casanare","Casanare",0.638790428638458,79.1015777587891,305.761779785156,0.375,0,0,0.6,0.375,0,0,0.6,201
"85400","Casanare","Casanare",0.762258112430573,66.0237808227539,272.369659423828,0.375,0,0,0.6,0.375,0,0,0.6,202
"85410","Casanare","Casanare",0.381604105234146,74.6450958251953,177.520782470703,0.375,0,0,0.6,0.375,0,0,0.6,203
"85430","Casanare","Casanare",0.479256391525269,106.486099243164,335.939788818359,0.375,0,0,0.6,0.375,0,0,0.6,204
"85440","Casanare","Casanare",0.254439890384674,104.772041320801,155.48876953125,0.375,0,0,0.6,0.375,0,0,0.6,205
"86001","Putumayo","Putumayo",0.318114131689072,0,452.659545898438,0.375,0,0,0.6,0,0.889,1,0,100
"86219","Putumayo","Putumayo",0.367671549320221,42.5764503479004,470.327056884766,0.375,0,0,0.6,0.375,0,0,0.6,101
"86320","Putumayo","Putumayo",0.474552929401398,66.4621734619141,518.927062988281,0.375,0,0,0.6,0.375,0,0,0.6,102
"86568","Putumayo","Putumayo",0.400296002626419,83.1968078613281,491.679840087891,0.375,0,0,0.6,0.375,0,0,0.6,110
"86569","Putumayo","Putumayo",0.621683776378632,46.0917472839355,479.546295166016,0.375,0,0,0.6,0.375,0,0,0.6,109
"86571","Putumayo","Putumayo",0.869200348854065,69.5819549560547,450.445922851562,0.375,0,0,0.6,0.375,0,0,0.6,111
"86573","Putumayo","Putumayo",0.551953077316284,202.032760620117,505.265563964844,0.375,0,0,0.6,0.375,0,0,0.6,112
"86749","Putumayo","Putumayo",0.326706826686859,37.1563873291016,466.486938476562,0.375,0,0,0.6,0.375,0,0,0.6,103
"86755","Putumayo","Putumayo",0.400354295969009,22.4126396179199,463.854278564453,0.375,0,0,0.6,0.375,0,0,0.6,104
"86757","Putumayo","Putumayo",0.738445162773132,92.9964447021484,540.964050292969,0.375,0,0,0.6,0.375,0,0,0.6,105
"86760","Putumayo","Putumayo",0.523182451725006,26.1778907775879,474.453247070312,0.375,0,0,0.6,0.375,0,0,0.6,106
"86865","Putumayo","Putumayo",0.55519026517868,87.4349822998047,538.993347167969,0.375,0,0,0.6,0.375,0,0,0.6,107
"86885","Putumayo","Putumayo",0.420168787240982,26.4751300811768,478.737426757812,0.375,0,0,0.6,0.375,0,0,0.6,108
"88001","Archipiélago de San Andrés","Archipiélago de s a",0.251234382390976,0,1228.10559082031,0.375,0,0,0.6,0,0.889,1,0,628
"88564","Archipiélago de San Andrés","Archipiélago de s a",0.416764080524445,97.9312515258789,1270.85009765625,0.375,0,0,0.6,0.375,0,0,0.6,629
"91001","Amazonas","Amazonas",0.304108500480652,0,964.40625,0.375,0,0,0.6,0,0.889,1,0,208
"91263","Amazonas","Amazonas",1,305.095153808594,723.159545898438,0.375,0,0,0.6,0.375,0,0,0.6,209
"91405","Amazonas","Amazonas",1,324.729187011719,680.024353027344,0.375,0,0,0.6,0.375,0,0,0.6,210
"91407","Amazonas","Amazonas",1,266.364990234375,752.43505859375,0.375,0,0,0.6,0.375,0,0,0.6,211
"91430","Amazonas","Amazonas",1,367.857971191406,606.644287109375,0.375,0,0,0.6,0.375,0,0,0.6,212
"91460","Amazonas","Amazonas",1,333.833709716797,635.802307128906,0.375,0,0,0.6,0.375,0,0,0.6,213
"91530","Amazonas","Amazonas",1,493.083557128906,605.975891113281,0.375,0,0,0.6,0.375,0,0,0.6,214
"91536","Amazonas","Amazonas",1,230.057662963867,741.324523925781,0.375,0,0,0.6,0.375,0,0,0.6,215
"91540","Amazonas","Amazonas",0.636289000511169,56.9550552368164,997.989013671875,0.375,0,0,0.6,0.375,0,0,0.6,216
"91669","Amazonas","Amazonas",1,281.023803710938,694.526245117188,0.375,0,0,0.6,0.375,0,0,0.6,217
"91798","Amazonas","Amazonas",1,31.9166030883789,937.199035644531,0.375,0,0,0.6,0.375,0,0,0.6,218
"94001","Guainía","Guainía",0.35650822520256,0,642.224487304688,0.375,0,0,0.6,0,0.889,1,0,176
"94343","Guainía","Guainía",1,89.0038223266602,553.91259765625,0.375,0,0,0.6,0.375,0,0,0.6,177
"94663","Guainía","Guainía",1,216.22883605957,459.349029541016,0.375,0,0,0.6,0.375,0,0,0.6,178
"94883","Guainía","Guainía",1,182.165481567383,797.763732910156,0.375,0,0,0.6,0.375,0,0,0.6,179
"94884","Guainía","Guainía",1,99.4392318725586,691.138977050781,0.375,0,0,0.6,0.375,0,0,0.6,180
"94885","Guainía","Guainía",1,266.915405273438,863.390014648438,0.375,0,0,0.6,0.375,0,0,0.6,181
"94886","Guainía","Guainía",1,102.994438171387,741.251708984375,0.375,0,0,0.6,0.375,0,0,0.6,182
"94887","Guainía","Guainía",1,163.951232910156,610.020690917969,0.375,0,0,0.6,0.375,0,0,0.6,183
"94888","Guainía","Guainía",1,190.406799316406,526.429626464844,0.375,0,0,0.6,0.375,0,0,0.6,184
"95001","Guaviare","Guaviare",0.311672806739807,0,331.192291259766,0.375,0,0,0.6,0,0.889,1,0,225
"95015","Guaviare","Guaviare",0.544605374336243,143.930297851562,342.28955078125,0.375,0,0,0.6,0.375,0,0,0.6,226
"95025","Guaviare","Guaviare",0.754266440868378,67.8936462402344,398.461029052734,0.375,0,0,0.6,0.375,0,0,0.6,227
"95200","Guaviare","Guaviare",0.713040888309479,124.02222442627,415.398590087891,0.375,0,0,0.6,0.375,0,0,0.6,228
"97001","Vaupés","Vaupés",0.673500835895538,0,570.248291015625,0.375,0,0,0.6,0,0.889,1,0,219
"97161","Vaupés","Vaupés",0.524185240268707,110.412048339844,487.191101074219,0.375,0,0,0.6,0.375,0,0,0.6,220
"97511","Vaupés","Vaupés",1,108.331008911133,574.124755859375,0.375,0,0,0.6,0.375,0,0,0.6,221
"97666","Vaupés","Vaupés",0.567945837974548,184.014617919922,737.398132324219,0.375,0,0,0.6,0.375,0,0,0.6,222
"97777","Vaupés","Vaupés",1,100.182441711426,507.581970214844,0.375,0,0,0.6,0.375,0,0,0.6,223
"97889","Vaupés","Vaupés",1,95.4967346191406,650.818725585938,0.375,0,0,0.6,0.375,0,0,0.6,224
"99001","Vichada","Vichada",0.284772634506226,0,673.758483886719,0.375,0,0,0.6,0,0.889,1,0,186
"99524","Vichada","Vichada",0.448132783174515,116.604331970215,558.274047851562,0.375,0,0,0.6,0.375,0,0,0.6,187
"99624","Vichada","Vichada",0.412909597158432,282.585205078125,394.52734375,0.375,0,0,0.6,0.375,0,0,0.6,185
"99773","Vichada","Vichada",0.960242688655853,91.518798828125,593.609313964844,0.375,0,0,0.6,0.375,0,0,0.6,188
