"MPIO_CDPMP","depto","provincia","indrur0t1","el_0t1x","em_0t1x","cs_0t1x","cw_0t1x","elsnl_0t1","elsnmr_0t1","clrgst_0t1","clrgwk_0t1","FID_0t1"
"05138","Antioquia","Occidente",0.673001348972321,0.62975101172924,0.326998651027679,0.290701800763607,0.673001348972321,0.875,0,0,1,348
"05142","Antioquia","Magdalena medio",0.402226090431213,0.42666956782341,0.597773909568787,0.531421005606651,0.402226090431213,0.125,1,0.889,0,347
"05145","Antioquia","Suroeste",0.538266897201538,0.528700172901154,0.461733102798462,0.410480728387833,0.538266897201538,0.875,0,0,1,346
"05147","Antioquia","Urabá",0.311336904764175,0.358502678573132,0.688663095235825,0.612221491664648,0.311336904764175,0.125,1,0.889,0,345
"05148","Antioquia","Oriente",0.424616277217865,0.443462207913399,0.575383722782135,0.511516129553318,0.424616277217865,0.125,1,0.889,0,344
"05150","Antioquia","Norte",0.259231150150299,0.319423362612724,0.740768849849701,0.658543507516384,0.259231150150299,0.125,1,0.889,0,343
"05154","Antioquia","Bajo cauca",0.148991823196411,0.236743867397308,0.851008176803589,0.756546269178391,0.148991823196411,0.125,1,0.889,0,342
"05172","Antioquia","Urabá",0.180026143789291,0.260019607841969,0.819973856210709,0.72895675817132,0.180026143789291,0.125,1,0.889,0,341
"05190","Antioquia","Nordeste",0.139130428433418,0.229347821325064,0.860869571566582,0.765313049122691,0.139130428433418,0.125,1,0.889,0,340
"05197","Antioquia","Oriente",0.592527866363525,0.569395899772644,0.407472133636475,0.362242726802826,0.592527866363525,0.875,0,0,1,339
"05206","Antioquia","Oriente",0.602251410484314,0.576688557863235,0.397748589515686,0.353598496079445,0.602251410484314,0.875,0,0,1,338
